itemid,citation,creatorid,creator,title,birth_year,death_year,category,creation_date
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,“Lists of Objec,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,The Cleveland M,1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95259,"Argencourt, Lou",1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
95265,<em>Illustrated,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Jullien, Adolph",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Fantin-Latour, ",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Warner, Langdon",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"""The Wade Colle",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"McK., W. McC. """,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Gibson, Frank F",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,The Cleveland M,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,The Cleveland M,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Coe, Nancy. <em",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,The Cleveland M,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Curry, Larry. """,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,The Cleveland M,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,<em>Fiftieth An,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,<em>Henri Fanti,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Trapp, Frank An",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,The Cleveland M,1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Druick, Douglas",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Wardius, Janine",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Chong, Alan. <e",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"D'Argencourt, L",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95265,"Sérié, Pierre",1862,Henri Fantin-La,Tannhäuser,1836,1904,Mod Euro - Painting 1800-1960,1886
95271,<em>Illustrated,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,<em>Catalogue o,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"""The Wade Colle",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,“Lists of Objec,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Milliken, Willi",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Wilenski, R. H.",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Lemoisne, Paul ",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Armitage, Merle",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Francis, Henry ",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,The Cleveland M,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,The Cleveland M,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,The Cleveland M,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,The Cleveland M,1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Breitman, Ellen",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"Henning, Edward",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"DeGrazia, Diane",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95271,"DeGrazia, Diane",1759,Edgar Degas (Fr,Dancers,1834,1917,DR - French,c. 1896
95272,,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Warner, Langdon",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"""Recent Changes",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,W. M. M. "Frenc,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,“Lists of Objec,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Venturi, Lionel",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Coe, Nancy. <em",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,City Art Museum,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,The Cleveland M,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Henning, E. B. ",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,The Cleveland M,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,<em>Selected Wo,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Moore, Janet Ga",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,The Cleveland M,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Henning, Edward",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Wildenstein, Da",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"d'Argencourt, L",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Johnson, Mark M",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,The Cleveland M,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Bortolatto, Lui",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Borowitz, Helen",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Henning, Edward",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Brooke, Janet M",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Küster, Bernd.",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Wildenstein, Da",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Isaacson, Joel.",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Chong, Alan, “C",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Pissarro, Joach",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Shackleford, Ge",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Kirsh, Andrea, ",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,<em>Kurōdo Mon,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Goldin, Marco. ",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Eluère, Christ",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,<em>Admired fro,1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Thomson, Richar",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Bauer, Gunhild.",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Rubin, James He",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Rubin, James He",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95272,"Labarrère, Andr",1844,Claude Monet (F,Gardener's House at Antibes,1840,1926,Mod Euro - Painting 1800-1960,1888
95286,The Cleveland M,2460,Jan Anthonisz. ,Portrait of a Woman,c. 1570,1657,P - Netherlandish-Dutch,1620s
95286,The Cleveland M,2460,Jan Anthonisz. ,Portrait of a Woman,c. 1570,1657,P - Netherlandish-Dutch,1620s
95286,Cleveland Museu,2460,Jan Anthonisz. ,Portrait of a Woman,c. 1570,1657,P - Netherlandish-Dutch,1620s
95286,"Jonge, Caroline",2460,Jan Anthonisz. ,Portrait of a Woman,c. 1570,1657,P - Netherlandish-Dutch,1620s
95286,The Cleveland M,2460,Jan Anthonisz. ,Portrait of a Woman,c. 1570,1657,P - Netherlandish-Dutch,1620s
95287,"Godet, Pierre. ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Warner, Langdon",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"""The Wade Colle",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Underhill, Gert",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Whiting, Freder",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Milliken, Willi",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Werth, Léon. <",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Meryem, Jean. """,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Wilenski, R. H.",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Milliken, Willi",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Milliken, W. M.",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"""Treasure Trove",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,<em>Paintings i,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Coe, Nancy. <em",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Gilson, Etienne",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Arnason, H. H. ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Daval, Jean Luc",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,<em>Puvis de Ch,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,<em>Phaidon Enc,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,The Cleveland M,1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Boucher, Marie-",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Van Liere, Eldo",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Masini, Lara Vi",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Kiefer, Geraldi",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Robinson, Willi",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Breuille, Jean-",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Chong, Alan. <e",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Price, Aimée B",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Ross, Novelene,",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Shaw, Jennifer ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Arnason, H. H.,",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"D' Argencourt, ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Lemoine, Serge.",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Werth, Margaret",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Shaw, Jennifer ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Rishel, Joseph ",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Daverio, Philip",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Gil, Alberto. M",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Shields, Scott.",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95287,"Le Bacon, Célin",1649,Pierre Puvis de,Summer,1824,1898,Mod Euro - Painting 1800-1960,1891
95845,<em>Catalogue o,,,,,,,
95845,"Gilchrist, Hele",,,,,,,
95845,"Fliegel, Stephe",,,,,,,
95845,"Fliegel, Stephe",,,,,,,
95883,<em>Catalogue o,10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Gilchrist, Hele",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,The Cleveland M,10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Curlee, Kendall",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Fliegel, Stephe",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Louis, William ",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Fliegel, Stephe",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,Cleveland Museu,10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95883,"Eikelmann, Rena",10185,Antonio Missagl,War Hat (or Kettle Hat),1416,1496,MED - Arms & Armor,c. 1475–1500
95900,Catalogue of Ar,,,,,,,
95900,"Gilchrist, Hele",,,,,,,
95900,"""Sword."" <em>Th",,,,,,,
95900,Cleveland Museu,,,,,,,
95900,"Fliegel, Stephe",,,,,,,
95900,"Louis, William ",,,,,,,
95900,"Fliegel, Stephe",,,,,,,
95914,Manchester City,443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,<em>Catalogue o,443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,Metropolitan Mu,443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,"Gilchrist, Hele",443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,Cleveland Museu,443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,"Fliegel, Stephe",443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,"Fliegel, Stephe",443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95914,"Foschi, Pier Fr",443154,Jaspar Bongen t,Hanger (Hunting Sword),,,MED - Arms & Armor,late 1600s
95969,Charles Alexand,,,,,,,
95969,Manchester City,,,,,,,
95969,<em>Catalogue o,,,,,,,
95969,Cleveland Museu,,,,,,,
95969,"Finckh, Alice H",,,,,,,
95969,Cleveland Museu,,,,,,,
95969,"Fliegel, Stephe",,,,,,,
95969,"Fliegel, Stephe",,,,,,,
95969,"Eikelmann, Rena",,,,,,,
95969,Cleveland Museu,,,,,,,
95986,"Gilchrist, Hele",,,,,,,
95986,"Fliegel, Stephe",,,,,,,
95986,Cleveland Museu,,,,,,,
95986,"Eikelmann, Rena",,,,,,,
95986,"Fliegel, Stephe",,,,,,,
95987,"Gilchrist, Hele",,,,,,,
95987,"Fliegel, Stephe",,,,,,,
95987,Cleveland Museu,,,,,,,
95987,"Eikelmann, Rena",,,,,,,
95987,"Fliegel, Stephe",,,,,,,
96097,<em>Catalogue o,,,,,,,
96097,"Gilchrist, Hele",,,,,,,
96097,Cleveland Museu,,,,,,,
96097,"Fliegel, Stephe",,,,,,,
96097,"Louis, William ",,,,,,,
96097,"Shafroth, Frank",,,,,,,
96097,"Fliegel, Stephe",,,,,,,
96097,Cleveland Museu,,,,,,,
96097,"Eikelmann, Rena",,,,,,,
96102,<em>Catalogue o,,,,,,,
96102,Cleveland Museu,,,,,,,
96102,"Fliegel, Stephe",,,,,,,
96102,Cleveland Museu,,,,,,,
96102,"Fliegel, Stephe",,,,,,,
96102,"Eikelmann, Rena",,,,,,,
96109,<em>Catalogue o,,,,,,,
96109,"Gilchrist, Hele",,,,,,,
96109,"Gilchrist, Hele",,,,,,,
96109,The Cleveland M,,,,,,,
96109,The Cleveland M,,,,,,,
96109,The Cleveland M,,,,,,,
96109,Cleveland Museu,,,,,,,
96109,"Fliegel, Stephe",,,,,,,
96109,"Fliegel, Stephe",,,,,,,
96175,Rudolph Lepke’s,10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96175,<em>Catalogue o,10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96175,"Gilchrist, Hele",10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96175,Cleveland Museu,10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96175,"Fliegel, Stephe",10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96175,"Fliegel, Stephe",10320,Anton Peffenhau,Pommel Plates from the Garniture of Rudolf II,1525,1603,MED - Arms & Armor,c. 1571
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96263,The Cleveland M,2424,Thomas Sully (A,Portrait of Jean Terford David,1783,1872,American - Painting,1813
96303,“Closing Days o,,,,,,,
96303,"""Current Exhibi",,,,,,,
96303,"""Accessions."" <",,,,,,,
96303,"Williams, C. W.",,,,,,,
96303,The Cleveland M,,,,,,,
96303,The Cleveland M,,,,,,,
96303,"Berman, Lawrenc",,,,,,,
96632,<em>Catalogue o,,,,,,,
96632,"Gilchrist, Hele",,,,,,,
96632,"Fliegel, Stephe",,,,,,,
96632,"Fliegel, Stephe",,,,,,,
97136,Tartuferi. Ange,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Andrea da Firen,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,<em>Works of Ar,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Cleveland Museu,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Rubinstein-Bloc,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Cleveland Museu,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Fredericksen, B",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Cleveland Museu,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Boskovits, Mikl",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Offner, Richard",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Turner, Evan H.",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Cleveland Museu,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,Museum Boymans-,2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Tripps, Johanne",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97136,"Bellucci, Rober",2050,Andrea da Firen,The Crucifixion,,1379,MED - Medieval Art,c. 1360s
97155,Rubinstein-Bloc,,,,,,,
97155,G. U. "The Hold,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97155,The Cleveland M,,,,,,,
97157,Rubinstein-Bloc,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,G. U. "The Hold,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,<em>Paintings i,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,The Cleveland M,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,The Cleveland M,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,The Cleveland M,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,Cleveland Museu,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,The Cleveland M,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,"Gertsman, Elina",2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,Apostolos-Cappa,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97157,Leone De Castri,2068,Olivuccio di Ci,The Madonna of Humility with the Temptation of Eve,1360/65,1439,MED - Medieval Art,c. 1400
97160,Hollenden Galle,2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Berenson, Mary ",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Thieme, Ulrich,",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Burroughs, Brys",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,Rubinstein-Bloc,2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,G. U. "The Hold,2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Marle, Raimond ",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Berenson, Berna",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,"Berenson, Berna",2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,Cleveland Museu,2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97160,<em>American Ex,2043,Neri de Bicci (,Virgin and Child with Angels,1419,1491,MED - Medieval Art,after 1460
97165,Rubinstein-Bloc,2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,Cleveland Museu,2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,Cleveland Museu,2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,"Martin Nagy, Re",2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
