itemid,citation,creatorid,creator,title,birth_year,death_year,category,creation_date
93014,"Hamilton, Georg",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Celeste, Adam, ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Cleveland Museu,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Talbot, William",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Barnett, Lincol",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Albright-Knox A,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Field, Marta. <",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Johnson, Mark M",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Cleveland Museu,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Millhouse, Barb",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Zakon, Ronnie L",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Powell, Earl A.",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Meservey, Anne ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Craven, Wayne. ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Moore, Janet Ga",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Cikovsky, Nicol",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Wilmerding, Joh",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Hobbs, Robert C",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Baigell, Matthe",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Silver, Adele Z",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Czestochowski, ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Morse, Samuel F",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Talbot, William",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Creese, Walter ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Kelly, Franklin",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Avery, Kevin J.",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Rodrigues Roque,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Parry, Ellwood ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Roque, Oswaldo ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Cikovsky, Nicol",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Vance, William ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Minks, Louise. ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Powell, Earl A.",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Wilkins, David ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Cleveland Museu,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Parry, Ellwood ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Clément, Jean-",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Robertson, Bruc",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Maciejunes, Nan",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Truettner, Will",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Marchetti, Fran",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Grabenhorst, T.",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Grabenhorst, T.",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Adams, Henry. <",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Cole, Mark. ""Ne",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,Cleveland Museu,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Shepard, Paul, ",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Eliot, Alexande",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Goodrich, Lloyd",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"""Special Exhibi",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"McCoubrey, John",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,<em>American Li,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,<em>The Beauty ,2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Huntington, Dav",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Merritt, Howard",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"""I Don't Know A",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Moore, Janet Ga",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Talbot, William",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Talbot, William",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93014,"Prown, Jules Da",2659,Thomas Cole (Am,"View of Schroon Mountain, Essex County, New York, After a Storm",1801,1848,American - Painting,1838
93149,"Harrison, Steph",356976,Clara Wolcott D,Peacock Table Lamp,1861,1944,Decorative Arts,c. 1902
93149,"Harrison, Steph",292194,Tiffany Studios,Peacock Table Lamp,,,Decorative Arts,c. 1902
93149,"Harrison, Steph",356976,Clara Wolcott D,Peacock Table Lamp,1861,1944,Decorative Arts,c. 1902
93149,"Harrison, Steph",292194,Tiffany Studios,Peacock Table Lamp,,,Decorative Arts,c. 1902
93149,"""King Louis"". <",356976,Clara Wolcott D,Peacock Table Lamp,1861,1944,Decorative Arts,c. 1902
93149,"""King Louis"". <",292194,Tiffany Studios,Peacock Table Lamp,,,Decorative Arts,c. 1902
93234,Whitney Museum ,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,Cleveland Museu,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,Cleveland Museu,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Milliken, Willi",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Milliken, Willi",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"""The Story of A",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,<em>National Cy,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Rhys, Hadley Ho",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Simon, John. ""M",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Hamilton, Georg",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,Cleveland Museu,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Argan, Giulio C",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"""Selection VII:",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Sims, Patterson",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Clark, Carol, N",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Adams, Henry. """,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Chong, Alan. <e",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Wattenmaker, Ri",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Clark, Carol. """,3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Hughes, Robert.",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93234,"Lemoine, Serge.",3246,Maurice Prender,"On the Beach, No. 3",1858,1924,American - Painting,c. 1915–18
93984,"Williams, Carol",,,,,,,
93984,"Porter, Bertha,",,,,,,,
93984,Cleveland Museu,,,,,,,
93984,The Cleveland M,,,,,,,
93984,The Cleveland M,,,,,,,
93984,The Cleveland M,,,,,,,
93984,"Johnson, Mark M",,,,,,,
93984,"Kozloff, Ariell",,,,,,,
93984,Cleveland Museu,,,,,,,
93984,"Armstrong, A. H",,,,,,,
93984,"Myśliwiec, Kar",,,,,,,
93984,"Niwinski, Andrz",,,,,,,
93984,"Walsem, Reijer ",,,,,,,
93984,The Cleveland M,,,,,,,
93984,"Berman, Lawrenc",,,,,,,
93984,"Berman, Lawrenc",,,,,,,
93984,"Berman, Lawrenc",,,,,,,
93984,"Berman, Lawrenc",,,,,,,
93984,"Gleisser, Benja",,,,,,,
93984,"Myśliwiec, Kar",,,,,,,
93984,"May, Sally Ruth",,,,,,,
93984,"Málek, Jaromí",,,,,,,
93984,Cleveland Museu,,,,,,,
93984,"Vandenbeusch, M",,,,,,,
93985,The Cleveland M,,,,,,,
93985,The Cleveland M,,,,,,,
93985,The Cleveland M,,,,,,,
93985,The Cleveland M,,,,,,,
93985,Cleveland Museu,,,,,,,
93985,"Berman, Lawrenc",,,,,,,
93985,"May, Sally Ruth",,,,,,,
93985,Cleveland Museu,,,,,,,
93986,The Cleveland M,,,,,,,
93986,"Berman, Lawrenc",,,,,,,
93986,"May, Sally Ruth",,,,,,,
93986,Cleveland Museu,,,,,,,
93992,"""Recent Accessi",,,,,,,
93992,"MacLean, J. Art",,,,,,,
93992,The Cleveland M,,,,,,,
93992,"Sizer, Theodore",,,,,,,
93992,The Cleveland M,,,,,,,
93992,"Sirén, Osvald.",,,,,,,
93992,The Cleveland M,,,,,,,
93992,"Saburō, Matsub",,,,,,,
93992,"Matsubara, Sabu",,,,,,,
93992,"Lee, Sherman E.",,,,,,,
93992,The Cleveland M,,,,,,,
93992,<em>Selected Wo,,,,,,,
93992,The Cleveland M,,,,,,,
93992,The Cleveland M,,,,,,,
93992,"Berthier, Franç",,,,,,,
93992,"Linduff, Kather",,,,,,,
93992,Guo li gu gong ,,,,,,,
93992,"Lee, Sherman E.",,,,,,,
93992,"Wilson, J. Keit",,,,,,,
93992,"Watson, William",,,,,,,
93992,"Ghose, Rajeshwa",,,,,,,
93992,"May, Sally Ruth",,,,,,,
93992,"Sun, Di, editor",,,,,,,
93992,"Franklin, David",,,,,,,
93992,"Chung, Anita. """,,,,,,,
93992,"Lin, Nancy. ""50",,,,,,,
93992,"Giuffrida, Noel",,,,,,,
94136,Cleveland Museu,,,,,,,
94136,"Williams, Carol",,,,,,,
94136,"Rhodes, Lynette",,,,,,,
94136,<em>Egypt's Gol,,,,,,,
94136,"Freed, Rita E. ",,,,,,,
94136,J. Paul Getty M,,,,,,,
94136,"Schulz, Regine,",,,,,,,
94136,"Berman, Lawrenc",,,,,,,
94136,"Strosberg, Elia",,,,,,,
94136,"Vandenbeusch, M",,,,,,,
94188,Cleveland Museu,,,,,,,
94188,"Williams, Carol",,,,,,,
94188,"Porter, Bertha,",,,,,,,
94188,"Cooney, John D.",,,,,,,
94188,"Niwinski, Andrz",,,,,,,
94188,"Walsem, Reijer ",,,,,,,
94188,"Kozloff, Ariell",,,,,,,
94188,"Berman, Lawrenc",,,,,,,
94676,The Cleveland M,,,,,,,
94676,The Cleveland M,,,,,,,
94965,"Baccheschi, Edi",62793,Giuliano da Mai,Upper Paneling from a Sacristy Armoire,1432,1490,MED - Renaissance,c. 1460–1475
94965,The Cleveland M,62793,Giuliano da Mai,Upper Paneling from a Sacristy Armoire,1432,1490,MED - Renaissance,c. 1460–1475
94965,"Pillsbury, Edmu",62793,Giuliano da Mai,Upper Paneling from a Sacristy Armoire,1432,1490,MED - Renaissance,c. 1460–1475
94965,The Cleveland M,62793,Giuliano da Mai,Upper Paneling from a Sacristy Armoire,1432,1490,MED - Renaissance,c. 1460–1475
94966,"Perkins, August",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Clarke, Louise ",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Bayley, Frank W",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"""The Collection",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Bell, Hamilton.",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Gibson, Kathari",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Bolton, Theodor",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Parker, Barbara",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Sellers, Charle",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,The Cleveland M,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Belknap, Waldro",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,The Cleveland M,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Prown, Jules Da",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,The Cleveland M,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,Cleveland Museu,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,The Cleveland M,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,Cleveland Museu,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Turner, Evan H.",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Chong, Alan. <e",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Tieken, Nancy B",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Hecksher, Morri",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Barratt, Carrie",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Cole, Mark. ""Tw",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,"Adams, Henry. <",2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94966,<em>Paintings i,2409,John Singleton ,Catherine Greene,1738,1815,American - Painting,1769
94979,"Perkins, August",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Bayley, Frank W",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,W. H. D. "The F,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,<em>The America,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Clevel'd Gets ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""The Inaugurati",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Bell, Hamilton.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,Cleveland Museu,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Special Exhibi",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Dunlap, William",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Report of the ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Clearwater, Alp",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Early Portrait",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,L. P. "Portrait,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""When Copley Po",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,National Collec,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Dow, George Fra",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,<em>Handbook of,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Bayley, Frank W",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Bolton, Theodor",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Stark, Harold. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Cahill, Holger,",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Milliken, Willi",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Burroughs, Loui",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Frankfurter, Al",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Jewell, Edward ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Parker, Barbara",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"French, Hollis.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Hagen, Oskar. <",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Foote, Helen S.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,Flint Institute,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Cleveland's Fi",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Walker, John, a",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Cleveland Muse",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"King, Winnifred",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Adams, James Tr",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,<em>Paintings i,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""The Arts in Am",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Phillips, John ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Barker, Virgil.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""A bird's-eye v",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Milliken, Willi",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""Portraits of A",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Larkin, Oliver ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,<em>Kindlers Ma,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,Museum of Fine ,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Prown, Jules Da",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Wright, Louis B",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Wilson, Patrici",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Myers, Bernard ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Cirker, Hayward",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"McLanathan, Ric",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Plate, Robert. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Novak, Barbara.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Glubok, Shirley",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Mooz, Ralph Pet",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Lee, Sherman E.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Neumeyer, Alfre",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Fales, Martha G",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Adler, Mortimer",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Wilmerding, Joh",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Montgomery, Cha",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"""American Image",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Brown, Milton W",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Johnson, Mark M",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,The Cleveland M,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Ward, Barbara M",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Boros, Ethel. """,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Emlen, Robert P",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Janson, H. W. <",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Buchanan, Penel",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,<em>Handbook of,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Turner, Evan H.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Chong, Alan. <e",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Kissick, John. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Cunningham, Law",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Janson, H. W. <",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Barratt, Carrie",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Kissick, John. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Kane, Patricia ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Rather, Susan. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Ohlig, Rudolf, ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Ward, Gerald W.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Fortune, Brando",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"May, Sally Ruth",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Kammen, Michael",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Cole, Mark, ""Tw",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Adams, Henry. <",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,Cleveland Museu,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Ward, Gerald W.",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Rather, Susan. ",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,"Ripley, Elizabe",2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
94979,Corey Phelon Ge,2409,John Singleton ,Nathaniel Hurd,1738,1815,American - Painting,c. 1765
95259,"""The Wade Colle",1658,Eugène Delacroi,Greek Cavalry Men Resting in Forest,1798,1863,Mod Euro - Painting 1800-1960,1858
