ID;ASESOR;CDUSUARIO;PERFIL;GÉNERO;TIPO DE FAMILIA;FECHA DE NACIMIENTO;EDAD;MOMENTO DE VIDA;NUMERO DE DEPENDIENTES;ESTADO;Valor deuda;Tiene o no tiene deudas;Rango deuda;Cotizacion;CIERRE;FECOTIZACION;AYV;INGRESOS_EMPLEADOS;INGRESOS_INDEPENDIENTE;TOTAL_INGRESOS;GRUPO VALOR;Empleados o Indenpendientes;FUMA;ALCOHOL;ACTIVIDAD_FISICA;TIEMPO_ACTIVIDAD;Cat_Act_Física;USA_MOTO;USA_AUTOMOVIL;USA_BICICLETA;USATRANS_PUBLICO;Movilidad;ALIMENTACION;ESTRES;PESO;ESTATURA;Cine;Cultura;Deporte;Lectura;Mascotas;Musica;Otros;Restaurantes;Tecnologia;Viajes;Total_general
17674;11804;CLAUPEPE;Auxiliar;M;Monoparental;27469,95833;43,36723744;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;17/01/2018;S;8200000;0;8200000;ALTO;Empleado;NO;0;SI;2;1;N;NA;NA;NA;NA;Saludable;1;92;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17675;13018;13018;Asesor;M;Nuclear;30399;35,34246575;Adulto Joven 2;1;SOLICITUD;550000;;< 1 SMLVM;1;1;17/01/2018;S;1800000;0;1800000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17676;16793;JULIPECU;Auxiliar;M;Solo;32610,95833;29,28230594;Adulto Joven 1;0;COTIZACION;2873000;;Entre 2 y 5 SMLVM;1;0;17/01/2018;S;5873000;0;5873000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17677;29160;29160;Asesor;M;Solo;30520;35,0109589;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;17/01/2018;S;1000000;0;1000000;BAJO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Saludable;0;56;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17678;19348;19348;Asesor;M;Nuclear;23150,95833;55,20011416;Adulto;0;COTIZACION;0;No;No tiene;1;0;17/01/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Saludable;1;52;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17679;13018;13018;Asesor;F;Monoparental;33403;27,11232877;Adulto Joven 1;1;COTIZACION;400000;;< 1 SMLVM;1;0;17/01/2018;S;1000000;0;1000000;BAJO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Saludable;1;58;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17680;45285;45285;Asesor;F;Solo;30632;34,70410959;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;1300000;0;1300000;BAJO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Saludable;1;50;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17681;3151;3151;Asesor;M;Monoparental;21990,95833;58,37819635;Adulto;5;COTIZACION;1600000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;0;5000000;5000000;ALTO;Independiente;SI;2;SI;4;3;S;NA;NA;NA;6;Normal;1;57;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17682;3151;3151;Asesor;M;Nuclear;27376;43,62465753;Adulto Joven 2;6;SOLICITUD;5600000;;> 5 SMLVM;1;1;16/01/2018;S;0;10000000;10000000;ALTO;Independiente;NO;2;SI;2;1;N;NA;NA;NA;NA;Saludable;1;80;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17683;3151;3151;Asesor;M;Nuclear;27376;43,62465753;Adulto Joven 2;6;COTIZACION;5970000;;> 5 SMLVM;1;0;16/01/2018;S;0;10000000;10000000;ALTO;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;1;55;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17684;47488;47488;Asesor;F;Nuclear;28907;39,43013699;Adulto Joven 2;2;COTIZACION;250000;;< 1 SMLVM;1;0;16/01/2018;S;1300000;0;1300000;BAJO;Empleado;NO;0;SI;2,5;2;N;NA;NA;NA;NA;Normal;1;70;168;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;3
17685;45286;45286;Asesor;M;Nuclear;35759;20,65753425;Joven;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17686;41313;41313;Asesor;M;Nuclear;26123;47,05753425;Adulto;2;COTIZACION;1000000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;0;5000000;5000000;ALTO;Independiente;NO;0;SI;4;3;N;NA;NA;NA;NA;Saludable;0;60;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17687;6792;MAYEJAHE;Auxiliar;F;Nuclear;26225,95833;46,77545662;Adulto;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;900000;900000;BAJO;Independiente;NO;1;NO;0;0;N;NA;NA;NA;NA;Saludable;1;54;166;NO;NO;NO;NO;SI;SI;NO;NO;NO;SI;3
17688;47488;47488;Asesor;F;Monoparental;33807,95833;26,00285388;Adulto Joven 1;2;COTIZACION;150000;;< 1 SMLVM;1;0;16/01/2018;S;900000;0;900000;BAJO;Empleado;NO;1;SI;2;1;S;NA;NA;NA;6;Normal;0;70;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17689;45602;45602;Asesor;M;Nuclear;21294,95833;60,28504566;Adulto;1;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;0;2500000;2500000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;2
1769;20883;ANAMPLBE;Auxiliar;F;Nuclear;31586;32,09041096;Adulto Joven 1;1;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;25/06/2018;S;0;1200000;1200000;BAJO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17690;47763;47763;Asesor;F;Solo;33354;27,24657534;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;1;77;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17691;48522;48522;Asesor;F;Pareja sin hijos;26541;45,91232877;Adulto;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NO;0;SI;1;1;N;NA;NA;NA;NA;Saludable;0;87;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17692;42832;42832;Asesor;M;Solo;27784;42,50684932;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;22000000;0;22000000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17693;12924;12924;Asesor;M;Nuclear;27186;44,14520548;Adulto Joven 2;4;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;1800000;1800000;MEDIO;Independiente;NO;0;SI;4;3;S;S;N;N;9;Saludable;1;80;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17694;1301;MAYEJAHE;Auxiliar;M;Solo;30797,95833;34,24942922;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;0;NO;0;0;S;NA;NA;NA;6;Normal;2;72;167;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;3
17695;12245;KELLANQU;Auxiliar;M;Nuclear;27405,95833;43,54257991;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;19000000;0;19000000;ALTO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;1;68;168;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;2
17696;10155;10155;Asesor;M;Nuclear;29116,95833;38,85490868;Adulto Joven 2;1;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;6400000;0;6400000;ALTO;Empleado;SI;0;NO;0;0;N;NA;NA;NA;NA;Saludable;1;84;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17697;16659;16659;Asesor;M;Monoparental;33210;27,64109589;Adulto Joven 1;1;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;5460000;0;5460000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17698;5383;5383;Asesor;F;Pareja sin hijos;28419;40,76712329;Adulto Joven 2;0;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;5000000;0;5000000;ALTO;Empleado;NO;2;SI;4;3;N;NA;NA;NA;NA;Normal;1;60;161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17699;29725;29725;Asesor;F;Nuclear;33520;26,79178082;Adulto Joven 1;2;COTIZACION;350000;;< 1 SMLVM;1;0;16/01/2018;S;1800000;0;1800000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17700;42381;42381;Asesor;F;Nuclear;23287,95833;54,82477169;Adulto;0;COTIZACION;5000000;;> 5 SMLVM;1;0;16/01/2018;S;10000000;0;10000000;ALTO;Empleado;NO;1;NO;0;0;S;NA;NA;NA;6;Mala;0;70;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17701;37170;37170;Asesor;M;Nuclear;33129;27,8630137;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17702;80240;80240;Asesor;M;Nuclear;30337,95833;35,5097032;Adulto Joven 2;1;SOLICITUD;1000000;;Entre 1 y 2 SMLVM;1;1;16/01/2018;S;3587000;0;3587000;MEDIO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;0;50;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17703;1111;MARICPRI;Auxiliar;F;Nuclear;31335,95833;32,77545662;Adulto Joven 1;2;SOLICITUD;500000;;< 1 SMLVM;1;0;16/01/2018;S;1700000;0;1700000;BAJO;Empleado;NO;0;SI;4;3;N;NA;NA;NA;NA;Normal;1;78;176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17704;17941;17941;Asesor;M;Nuclear;29132;38,81369863;Adulto Joven 2;3;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;0;3000000;3000000;MEDIO;Independiente;NO;0;SI;1;1;S;NA;NA;NA;6;Normal;1;79;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17705;10990;10990;Asesor;F;Nuclear;29908,95833;36,68504566;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;7500000;7500000;ALTO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;1;58;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17706;42188;42188;Asesor;F;Solo;24721;50,89863014;Adulto;1;COTIZACION;3000000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;7000000;1500000;8500000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17707;14013;14013;Asesor;F;Nuclear;21544;59,60273973;Adulto;2;COTIZACION;300000;;< 1 SMLVM;1;0;16/01/2018;S;0;1500000;1500000;BAJO;Independiente;NO;1;SI;4;3;S;N;N;N;6;Normal;1;50;150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17708;10186;10186;Asesor;M;Nuclear;26310;46,54520548;Adulto;2;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;0;4000000;4000000;MEDIO;Independiente;NO;0;SI;3;2;S;NA;NA;NA;6;Normal;1;75;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17709;1957;1957;Asesor;M;Nuclear;29064,95833;38,99737443;Adulto Joven 2;1;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;7000000;0;7000000;ALTO;Empleado;SI;2;SI;4;3;S;NA;NA;NA;6;Normal;1;62;163;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1771;49466;49466;Asesor;F;Pareja sin hijos;31997;30,96438356;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;25/06/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;0;87;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17710;45107;45107;Asesor;M;Pareja sin hijos;27754;42,5890411;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;12500000;0;12500000;ALTO;Empleado;NO;0;SI;4;3;N;NA;NA;NA;NA;Normal;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17711;47208;47208;Asesor;M;Solo;30164,95833;35,9836758;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NO;0;SI;1;1;N;NA;NA;NA;NA;Saludable;1;60;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17712;41908;41908;Asesor;M;Monoparental;27565;43,10684932;Adulto Joven 2;1;COTIZACION;1000000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;0;5000000;5000000;ALTO;Independiente;NO;2;SI;2,5;2;N;NA;NA;NA;NA;Saludable;1;97;175;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;1
17713;22848;22848;Asesor;M;Nuclear;30840,95833;34,13162101;Adulto Joven 1;1;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;3000000;3000000;MEDIO;Independiente;NO;2;SI;4;3;N;NA;NA;NA;NA;Normal;0;90;183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17714;33617;33617;Asesor;F;Pareja sin hijos;30774;34,31506849;Adulto Joven 1;NA;COTIZACION;1500000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;5000000;0;5000000;ALTO;Empleado;NO;2;SI;4;3;S;NA;NA;NA;6;Saludable;1;78;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17715;45282;45282;Asesor;M;Nuclear;24443;51,66027397;Adulto;0;COTIZACION;5000000;;> 5 SMLVM;1;0;16/01/2018;S;13000000;0;13000000;ALTO;Empleado;NO;2;NO;0;0;N;NA;NA;NA;NA;Normal;1;69;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17716;22848;22848;Asesor;F;Nuclear;29607,95833;37,5097032;Adulto Joven 2;2;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;2000000;2000000;MEDIO;Independiente;NO;0;SI;4;3;S;S;N;N;9;NA;1;78;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17717;2840;2840;Asesor;M;Nuclear;26982,95833;44,70148402;Adulto Joven 2;0;COTIZACION;1000000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;0;4000000;4000000;MEDIO;Independiente;NO;1;SI;4;3;S;NA;NA;NA;6;Saludable;1;68;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17718;11846;11846;Asesor;M;Solo;28421;40,76164384;Adulto Joven 2;2;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;0;2500000;2500000;MEDIO;Independiente;NO;0;SI;4;3;N;NA;NA;NA;NA;Saludable;1;61;158;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;3
17719;14574;14574;Asesor;M;Monoparental;23508;54,22191781;Adulto;2;COTIZACION;120000;;< 1 SMLVM;1;0;16/01/2018;S;0;800000;800000;BAJO;Independiente;NO;0;SI;4;3;N;NA;NA;NA;NA;Normal;1;75;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17720;33617;33617;Asesor;M;Pareja sin hijos;30483;35,11232877;Adulto Joven 2;0;COTIZACION;6000000;;> 5 SMLVM;1;0;16/01/2018;S;0;15000000;15000000;ALTO;Independiente;NO;1;SI;2;1;N;NA;NA;NA;NA;Normal;1;56;159;NO;NO;NO;NO;NO;NO;NO;SI;SI;NO;2
17721;18786;18786;Asesor;F;Solo;32795;28,77808219;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17722;44947;44947;Asesor;M;Solo;30328;35,5369863;Adulto Joven 2;0;COTIZACION;1400000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;0;2000000;2000000;MEDIO;Independiente;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;0;78;175;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;3
17723;18935;18935;Asesor;F;Solo;29925,95833;36,63847032;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;14000000;0;14000000;ALTO;Empleado;NO;2;NO;0;0;S;NA;NA;NA;6;Saludable;1;60;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17724;7368;7368;Asesor;M;Pareja sin hijos;32205,95833;30,39189498;Adulto Joven 1;0;SOLICITUD;900000;;Entre 1 y 2 SMLVM;1;1;16/01/2018;S;0;2800000;2800000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17725;11569;11569;Asesor;M;Nuclear;24034;52,78082192;Adulto;4;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;8000000;8000000;ALTO;Independiente;NO;1;NO;0;0;N;N;N;S;14;Normal;1;80;180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17726;21965;21965;Asesor;F;Nuclear;24392,95833;51,79737443;Adulto;1;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;0;1000000;1000000;BAJO;Independiente;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;1;84;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17727;1111;DIANRIVE;Auxiliar;F;Pareja sin hijos;31311,95833;32,84121005;Adulto Joven 1;1;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;1;75;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17728;42381;42381;Asesor;M;Solo;35791,95833;20,56723744;Joven;1;SOLICITUD;200000;;< 1 SMLVM;1;1;16/01/2018;S;1300000;0;1300000;BAJO;Empleado;NO;0;NO;0;0;NA;NA;NA;NA;NA;Saludable;1;77;188;NO;NO;SI;NO;NO;NO;NO;SI;SI;NO;3
17729;47604;47604;Asesor;M;Nuclear;22990;55,64109589;Adulto;1;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;20000000;0;20000000;ALTO;Empleado;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;1;50;155;NO;NO;SI;NO;NO;NO;NO;SI;NO;SI;3
17730;46901;46901;Asesor;M;Pareja sin hijos;25887;47,70410959;Adulto;NA;SOLICITUD;2000000;;Entre 2 y 5 SMLVM;1;1;16/01/2018;S;5000000;0;5000000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17731;22353;22353;Asesor;M;Nuclear;27051;44,51506849;Adulto Joven 2;0;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;1600000;0;1600000;BAJO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17732;29855;29855;Asesor;F;Nuclear;23355;54,64109589;Adulto;0;SOLICITUD;1000000;;Entre 1 y 2 SMLVM;1;1;16/01/2018;S;0;4000000;4000000;MEDIO;Independiente;NO;1;SI;2;1;S;NA;NA;NA;6;Saludable;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17733;11913;11913;Asesor;M;Nuclear;27634,95833;42,91518265;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;0;16/01/2018;S;0;0;0;NA;Independiente;NO;1;SI;3;2;N;NA;NA;NA;NA;Normal;1;70;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17734;44178;44178;Asesor;F;Solo;23630,95833;53,88504566;Adulto;0;COTIZACION;200000;;< 1 SMLVM;1;0;16/01/2018;S;2000000;0;2000000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17735;48332;48332;Asesor;F;Nuclear;31444;32,47945206;Adulto Joven 1;2;COTIZACION;1800000;;Entre 2 y 5 SMLVM;1;0;16/01/2018;S;0;3200000;3200000;MEDIO;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Saludable;1;70;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17736;13908;13908;Asesor;M;Nuclear;29197;38,63561644;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;1200000;0;1200000;BAJO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17737;30269;30269;Asesor;M;Solo;31738;31,6739726;Adulto Joven 1;0;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;1200000;0;1200000;BAJO;Empleado;NO;1;SI;NA;NA;N;NA;NA;NA;NA;Normal;1;64;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17738;22986;22986;Asesor;F;Monoparental;33522;26,78630137;Adulto Joven 1;1;COTIZACION;1000000;;Entre 1 y 2 SMLVM;1;0;16/01/2018;S;2000000;0;2000000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17739;1111;RAFAGOGA;Auxiliar;M;Nuclear;32875,95833;28,55627854;Adulto Joven 1;5;COTIZACION;500000;;< 1 SMLVM;1;0;16/01/2018;S;1600000;1000000;2600000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17740;14476;14476;Asesor;F;Monoparental;27935;42,09315069;Adulto Joven 2;1;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;1100000;0;1100000;BAJO;Empleado;NO;0;SI;2;1;N;NA;NA;NA;NA;Saludable;1;65;162;NO;NO;NO;SI;NO;NO;NO;SI;NO;SI;3
17741;1111;MAYEJAHE;Auxiliar;F;Solo;29896,95833;36,71792237;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;16/01/2018;S;7000000;0;7000000;ALTO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;0;54;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17742;7415;7415;Asesor;M;Nuclear;29221,95833;38,56723744;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;16/01/2018;S;0;0;0;NA;Independiente;NO;1;NO;0;0;N;NA;NA;NA;NA;Mala;1;63;173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17743;46778;46778;Asesor;M;Solo;30185,95833;35,92614155;Adulto Joven 2;0;SOLICITUD;1800000;;Entre 2 y 5 SMLVM;1;1;16/01/2018;S;2000000;0;2000000;MEDIO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Saludable;2;54;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17744;3151;3151;Asesor;F;Monoparental;29828;36,90684932;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;15/01/2018;S;2000000;0;2000000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17745;29650;29650;Asesor;F;Nuclear;28844;39,60273973;Adulto Joven 2;1;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;15/01/2018;S;0;5000000;5000000;ALTO;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Saludable;1;69;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17746;3151;3151;Asesor;M;Monoparental;28381,95833;40,86860731;Adulto Joven 2;1;COTIZACION;2500000;;Entre 2 y 5 SMLVM;1;0;15/01/2018;S;4000000;3000000;7000000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17747;14013;14013;Asesor;M;Nuclear;29590;37,55890411;Adulto Joven 2;2;COTIZACION;500000;;< 1 SMLVM;1;0;15/01/2018;S;1500000;0;1500000;BAJO;Empleado;NO;1;NO;0;0;S;NA;NA;NA;6;Normal;1;52;156;NO;NO;SI;NO;NO;SI;NO;NO;NO;SI;3
17748;14013;14013;Asesor;M;Nuclear;27077;44,44383562;Adulto Joven 2;2;COTIZACION;1000000;;Entre 1 y 2 SMLVM;1;0;15/01/2018;S;0;3000000;3000000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17749;14013;14013;Asesor;M;Nuclear;25234;49,49315069;Adulto;2;SOLICITUD;1000000;;Entre 1 y 2 SMLVM;1;1;15/01/2018;S;0;3000000;3000000;MEDIO;Independiente;NO;2;SI;2;1;N;NA;NA;NA;NA;Normal;1;93;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17750;46901;46901;Asesor;M;Nuclear;32099;30,68493151;Adulto Joven 1;2;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;15/01/2018;S;0;4000000;4000000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17751;514;514;Asesor;F;Nuclear;34663,91667;23,65776256;Joven;0;SOLICITUD;0;No;No tiene;1;1;15/01/2018;S;0;1000000;1000000;BAJO;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Saludable;0;72;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17752;21965;21965;Asesor;M;Nuclear;27426;43,48767123;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;15/01/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;1;81;170;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;1
