ID;ASESOR;CDUSUARIO;PERFIL;GÉNERO;TIPO DE FAMILIA;FECHA DE NACIMIENTO;EDAD;MOMENTO DE VIDA;NUMERO DE DEPENDIENTES;ESTADO;Valor deuda;Tiene o no tiene deudas;Rango deuda;Cotizacion;CIERRE;FECOTIZACION;AYV;INGRESOS_EMPLEADOS;INGRESOS_INDEPENDIENTE;TOTAL_INGRESOS;GRUPO VALOR;Empleados o Indenpendientes;FUMA;ALCOHOL;ACTIVIDAD_FISICA;TIEMPO_ACTIVIDAD;Cat_Act_Física;USA_MOTO;USA_AUTOMOVIL;USA_BICICLETA;USATRANS_PUBLICO;Movilidad;ALIMENTACION;ESTRES;PESO;ESTATURA;Cine;Cultura;Deporte;Lectura;Mascotas;Musica;Otros;Restaurantes;Tecnologia;Viajes;Total_general
10;16438;16438;Asesor;M;Pareja sin hijos;32093;30,70136986;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;9/07/2018;S;0;0;0;NA;Independiente;NO;0;SI;4;3;N;NA;NA;NA;NA;Saludable;1;40;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10011;13712;JORGINPA;Auxiliar;F;Nuclear;27257;43,95068493;Adulto Joven 2;1;SOLICITUD;2000000;;Entre 2 y 5 SMLVM;1;1;26/04/2018;S;10000000;2000000;12000000;ALTO;Empleado;NO;2;NO;0;0;S;NA;NA;NA;6;Normal;1;72;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10012;10557;10557;Asesor;F;Nuclear;34976;22,80273973;Joven;1;COTIZACION;1500000;;Entre 1 y 2 SMLVM;1;0;26/04/2018;S;0;5000000;5000000;ALTO;Independiente;NO;2;SI;2;1;N;NA;NA;NA;NA;Normal;1;78;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10016;6886;6886;Asesor;M;Pareja sin hijos;6/06/1978;40,14246575;Adulto Joven 2;NA;SOLICITUD;0;No;No tiene;1;1;26/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;4;3;S;NA;NA;NA;6;Muy Saludable;1;72;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10020;11113;11113;Asesor;M;Pareja sin hijos;21004,95833;61,07956621;Adulto;1;COTIZACION;120000;;< 1 SMLVM;1;0;26/04/2018;S;0;1200000;1200000;BAJO;Independiente;NO;0;SI;4;3;N;NA;NA;NA;NA;Normal;1;70;161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10030;37613;LAURCARU;Auxiliar;M;Solo;35981,95833;20,0466895;Joven;0;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;600000;600000;BAJO;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;1;82;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10037;12991;12991;Asesor;M;Nuclear;21000;61,09315069;Adulto;0;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;2500000;0;2500000;MEDIO;Empleado;NO;0;SI;1;1;S;NA;NA;NA;6;Saludable;1;58;162;NO;NO;NO;SI;SI;SI;SI;NO;NO;NO;4
10047;20938;20938;Asesor;F;Nuclear;26171,95833;46,92340183;Adulto;0;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;7000000;7000000;ALTO;Independiente;NO;2;NO;0;0;S;NA;NA;NA;6;Normal;0;70;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10056;29380;29380;Asesor;F;Nuclear;31113;33,38630137;Adulto Joven 1;0;COTIZACION;200000;;< 1 SMLVM;1;0;26/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;SI;2;1;N;NA;NA;NA;NA;Normal;NA;65;160;SI;NO;SI;NO;NO;NO;NO;NO;NO;SI;3
10058;33765;33765;Asesor;F;Nuclear;32291;30,15890411;Adulto Joven 1;2;COTIZACION;500000;;< 1 SMLVM;1;0;26/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;0;65;168;SI;NO;NO;NO;NO;NO;SI;SI;NO;SI;4
10062;29380;29380;Asesor;F;Nuclear;31113;33,38630137;Adulto Joven 1;0;COTIZACION;200000;;< 1 SMLVM;1;0;26/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;0;SI;1,5;1;N;S;N;N;2;Normal;1;85;181;SI;NO;SI;NO;NO;NO;NO;NO;NO;SI;3
10065;13966;13966;Asesor;M;Pareja sin hijos;33735,04167;26,20262557;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;2;NO;0;0;S;NA;NA;NA;6;Saludable;2;50;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10067;1111;LUISGATR;Auxiliar;F;Pareja sin hijos;34223;24,86575343;Joven;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;1;60;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10070;1111;CAROTESA;Auxiliar;F;Nuclear;29346,95833;38,22477169;Adulto Joven 2;2;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;26/04/2018;S;7000000;0;7000000;ALTO;Empleado;NO;1;SI;4;3;N;NA;NA;NA;NA;Saludable;0;65;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10073;3655;3655;Asesor;M;Pareja sin hijos;29195;38,64109589;Adulto Joven 2;0;SOLICITUD;7000000;;> 5 SMLVM;1;1;26/04/2018;S;18000000;0;18000000;ALTO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;0;87;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10075;3655;3655;Asesor;F;Pareja sin hijos;32143;30,56438356;Adulto Joven 1;NA;SOLICITUD;0;No;No tiene;1;1;26/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;3;2;N;S;N;N;2;Muy Saludable;1;64;163;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10077;41826;41826;Asesor;M;Pareja sin hijos;28725;39,92876712;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;0;60;155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1008;46324;46324;Asesor;M;Pareja sin hijos;23949;53,01369863;Adulto;NA;COTIZACION;0;No;No tiene;1;0;29/06/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10081;48332;JEERMOVA;Auxiliar;F;Nuclear;31444;32,47945206;Adulto Joven 1;2;SOLICITUD;1800000;;Entre 2 y 5 SMLVM;1;1;26/04/2018;S;0;3200000;3200000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10082;12192;MARIDAVI;Auxiliar;M;Pareja sin hijos;23346;54,66575343;Adulto;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;1,5;1;N;S;N;S;5;NA;0;68;173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10086;1111;TANIBLPA;Auxiliar;M;Pareja sin hijos;30257;35,73150685;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;2,5;2;N;NA;NA;NA;NA;Saludable;0;62;167;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;6
10089;28928;28928;Asesor;F;Nuclear;29346,95833;38,22477169;Adulto Joven 2;2;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;26/04/2018;S;7000000;0;7000000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10091;47601;47601;Asesor;M;Solo;32458,95833;29,69874429;Adulto Joven 1;0;COTIZACION;300000;;< 1 SMLVM;1;0;26/04/2018;S;0;3000000;3000000;MEDIO;Independiente;NO;0;SI;1;1;N;NA;NA;NA;NA;Saludable;0;60;168;SI;NO;SI;NO;SI;NO;NO;NO;SI;NO;4
10094;13958;13958;Asesor;F;Solo;25692;48,23835616;Adulto;0;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;26/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;NO;0;0;S;NA;NA;NA;6;Normal;0;;;NO;NO;NO;NO;SI;NO;NO;SI;NO;SI;3
10097;7125;YEIMRORA;Auxiliar;M;Nuclear;28222,95833;41,30422374;Adulto Joven 2;0;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;26/04/2018;S;0;10000000;10000000;ALTO;Independiente;NO;0;SI;1;1;N;NA;NA;NA;NA;Normal;1;63;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10104;30846;30846;Asesor;M;Solo;33575;26,64109589;Adulto Joven 1;0;SOLICITUD;2000000;;Entre 2 y 5 SMLVM;1;0;26/04/2018;S;5000000;0;5000000;ALTO;Empleado;SI;0;SI;1;1;N;NA;NA;NA;NA;Normal;1;58;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10106;12465;ANAMPLBE;Auxiliar;M;Nuclear;29283,95833;38,39737443;Adulto Joven 2;4;COTIZACION;8000000;;> 5 SMLVM;1;0;26/04/2018;S;8000000;22000000;30000000;ALTO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10114;1111;DARLSIRO;Auxiliar;M;Pareja sin hijos;26271;46,6520548;Adulto;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;2;SI;4;3;N;NA;NA;NA;NA;Normal;1;68;172;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1
10118;1111;TANIBLPA;Auxiliar;M;Pareja sin hijos;30257;35,73150685;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;NA;65;170;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;6
10122;2895;YEIMRORA;Auxiliar;M;Nuclear;28152;41,49863014;Adulto Joven 2;0;SOLICITUD;2000000;;Entre 2 y 5 SMLVM;1;1;26/04/2018;S;7000000;0;7000000;ALTO;Empleado;NO;1;NO;0;0;S;NA;NA;NA;6;Normal;1;70;173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10124;16659;16659;Asesor;M;Nuclear;31891;31,25479452;Adulto Joven 1;1;COTIZACION;500000;;< 1 SMLVM;1;0;26/04/2018;S;2000000;0;2000000;MEDIO;Empleado;NO;1;NO;0;0;N;N;N;N;NA;Normal;1;72;172;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;1
10125;45403;45403;Asesor;M;Solo;29468;37,89315069;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;1;SI;4;3;N;NA;NA;NA;NA;Saludable;0;86;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1013;10990;10990;Asesor;F;Monoparental;25422;48,97808219;Adulto;1;COTIZACION;0;No;No tiene;1;0;29/06/2018;S;0;880000;880000;BAJO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;1
10137;28903;28903;Asesor;M;Pareja sin hijos;30633,95833;34,69874429;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;26/04/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10140;80505;80505;Asesor;M;Nuclear;28084;41,68493151;Adulto Joven 2;1;COTIZACION;4000000;;> 5 SMLVM;1;0;26/04/2018;S;0;12000000;12000000;ALTO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10142;13718;13718;Asesor;M;Pareja sin hijos;29924;36,64383562;Adulto Joven 2;0;COTIZACION;800000;;Entre 1 y 2 SMLVM;1;0;25/04/2018;S;0;3500000;3500000;MEDIO;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;1;80;180;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1
1015;10990;10990;Asesor;F;Monoparental;25422;48,97808219;Adulto;1;COTIZACION;0;No;No tiene;1;0;29/06/2018;S;0;880000;880000;BAJO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;1
10150;45097;45097;Asesor;M;Pareja sin hijos;26007;47,37534247;Adulto;NA;SOLICITUD;0;No;No tiene;1;0;25/04/2018;S;0;5000000;5000000;ALTO;Independiente;NO;0;NO;0;0;S;NA;NA;NA;6;Normal;2;88;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10154;10727;10727;Asesor;M;Pareja sin hijos;34849;23,15068493;Joven;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;NA;NA;N;NA;NA;NA;NA;Normal;0;63;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10162;11076;11076;Asesor;M;Nuclear;29134,95833;38,80559361;Adulto Joven 2;2;SOLICITUD;3000000;;Entre 2 y 5 SMLVM;1;1;25/04/2018;S;13000000;0;13000000;ALTO;Empleado;NO;1;SI;NA;NA;N;NA;NA;NA;NA;Normal;0;171;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10169;19078;19078;Asesor;M;Monoparental;26262,95833;46,67408676;Adulto;2;COTIZACION;10000000;;> 5 SMLVM;1;0;25/04/2018;S;2700000;22000000;24700000;ALTO;Empleado;NO;1;SI;4;3;N;S;N;N;2;Normal;1;76;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10174;11076;11076;Asesor;F;Pareja sin hijos;31651;31,91232877;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10191;1111;ANAMPLBE;Auxiliar;M;Nuclear;29283,95833;38,39737443;Adulto Joven 2;4;COTIZACION;8000000;;> 5 SMLVM;1;0;25/04/2018;S;8000000;22000000;30000000;ALTO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;NA;58;152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10199;13269;13269;Asesor;M;Nuclear;23025;55,54520548;Adulto;0;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;2;1;N;NA;NA;NA;NA;Normal;1;90;182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10206;47641;47641;Asesor;F;Pareja sin hijos;0;118,6273973;Adulto Mayor;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;3;2;N;NA;NA;NA;NA;Normal;1;85;175;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;3
10213;12991;12991;Asesor;M;Pareja sin hijos;25620;48,43561644;Adulto;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;2,5;2;N;NA;NA;NA;NA;Saludable;1;71;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10214;45283;45283;Asesor;F;Solo;33146;27,81643836;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;900000;0;900000;BAJO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;1;94;173;NO;NO;NO;NO;NO;SI;SI;NO;SI;NO;3
10229;1111;RAFAVECO;Auxiliar;M;Solo;33336,95833;27,29326484;Adulto Joven 1;0;COTIZACION;600000;;< 1 SMLVM;1;0;25/04/2018;S;2000000;0;2000000;MEDIO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Normal;2;60;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10235;19570;PAULHEDI;Auxiliar;M;Monoparental;27423;43,49589041;Adulto Joven 2;1;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;4000000;0;4000000;MEDIO;Empleado;NO;1;SI;0,5;1;N;NA;NA;NA;NA;Normal;1;80;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10236;47284;47284;Asesor;F;Monoparental;32795,95833;28,77545662;Adulto Joven 1;1;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;760000;0;760000;BAJO;Empleado;NO;1;SI;3;2;N;NA;NA;NA;NA;Saludable;1;73;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10243;49464;49464;Asesor;M;Pareja sin hijos;32326;30,0630137;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;1,5;1;N;NA;NA;NA;NA;Normal;1;55;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10246;47563;47563;Asesor;F;Pareja sin hijos;30744;34,39726027;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;2,5;2;N;NA;NA;NA;NA;Muy Saludable;0;60;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10248;49559;49559;Asesor;M;Pareja sin hijos;26459;46,1369863;Adulto;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;NA;NA;N;NA;NA;NA;NA;Normal;1;98;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1025;154;TATICOSO;Auxiliar;M;Nuclear;29639;37,42465753;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;29/06/2018;S;2000000;0;2000000;MEDIO;Empleado;NO;1;NO;0;0;N;NA;NA;NA;NA;Normal;NA;;;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1
10254;13679;FELIVIES;Auxiliar;F;Pareja sin hijos;29985;36,47671233;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;3;2;S;NA;NA;NA;6;Saludable;1;58;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10263;44858;44858;Asesor;M;Pareja sin hijos;30724;34,4520548;Adulto Joven 1;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;3;2;N;NA;NA;NA;NA;Normal;0;77;176;SI;NO;SI;NO;NO;NO;NO;NO;NO;SI;3
10269;1081;1081;Asesor;F;Pareja sin hijos;24500;51,50410959;Adulto;NA;SOLICITUD;0;No;No tiene;1;1;25/04/2018;S;0;0;0;NA;Independiente;NO;0;SI;NA;NA;N;NA;NA;NA;NA;Normal;1;80;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10271;3300;3300;Asesor;M;Nuclear;29662;37,36164384;Adulto Joven 2;4;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;25/04/2018;S;3800000;0;3800000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;1;65;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10272;11886;11886;Asesor;F;Pareja sin hijos;29763;37,08493151;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;0;25/04/2018;S;0;5000000;5000000;ALTO;Independiente;NO;1;SI;4;3;S;NA;NA;NA;6;Normal;0;87;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10281;1111;GLORMUHE;Auxiliar;F;Nuclear;30558;34,90684932;Adulto Joven 1;2;SOLICITUD;500000;;< 1 SMLVM;1;0;25/04/2018;S;3500000;0;3500000;MEDIO;Empleado;NO;1;SI;NA;NA;S;NA;NA;NA;6;Normal;0;79;179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10291;13701;CLAUPEPE;Auxiliar;M;Pareja sin hijos;28770;39,80547945;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;25/04/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;N;NA;NA;NA;NA;Saludable;0;70;174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
103;16849;16849;Asesor;M;Pareja sin hijos;28562;40,37534247;Adulto Joven 2;NA;COTIZACION;0;No;No tiene;1;0;9/07/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;S;S;N;N;9;Muy Saludable;1;114;180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10310;1111;JULICOSN;Auxiliar;F;Pareja sin hijos;32115;30,64109589;Adulto Joven 1;0;COTIZACION;2000000;;Entre 2 y 5 SMLVM;1;0;25/04/2018;S;6000000;0;6000000;ALTO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10312;10786;STEPQUAG;Auxiliar;M;Pareja sin hijos;26058;47,23561644;Adulto;NA;COTIZACION;0;No;No tiene;1;0;25/04/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NO;NO;SI;SI;NO;NO;NO;SI;NO;NO;3
10313;1111;MABEJIMO;Auxiliar;F;Solo;33071,95833;28,01929224;Adulto Joven 1;0;COTIZACION;200000;;< 1 SMLVM;1;0;25/04/2018;S;2500000;0;2500000;MEDIO;Empleado;SI;1;SI;3;2;N;NA;NA;NA;NA;Normal;0;89;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10321;19025;JULIPECU;Auxiliar;M;Nuclear;29112;38,86849315;Adulto Joven 2;2;SOLICITUD;3640000;;Entre 2 y 5 SMLVM;1;0;25/04/2018;S;6940000;700000;7640000;ALTO;Empleado;NA;NA;NO;NA;NA;N;N;N;N;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10328;46898;46898;Asesor;F;Monoparental;22589;56,73972603;Adulto;1;SOLICITUD;1800000;;Entre 2 y 5 SMLVM;1;1;24/04/2018;S;2200000;0;2200000;MEDIO;Empleado;NO;0;SI;4;3;S;N;N;N;6;Normal;1;67;176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1034;33869;33869;Asesor;F;Pareja sin hijos;30525;34,99726027;Adulto Joven 1;NA;SOLICITUD;0;No;No tiene;1;1;29/06/2018;S;0;0;0;NA;Independiente;NO;1;SI;4;3;S;NA;NA;NA;6;Normal;1;65;160;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10345;16193;CLAUMAGI;Auxiliar;F;Nuclear;28983;39,22191781;Adulto Joven 2;0;COTIZACION;700000;;< 1 SMLVM;1;0;24/04/2018;S;3500000;1000000;4500000;ALTO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Saludable;1;58;165;SI;NO;SI;SI;NO;NO;NO;NO;NO;SI;4
10349;29682;MARTROLI;Auxiliar;M;Pareja sin hijos;25152;49,71780822;Adulto;NA;COTIZACION;0;No;No tiene;1;0;24/04/2018;S;0;0;0;NA;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;0;84;173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10357;19827;NELLGOTR;Auxiliar;M;Nuclear;29167,95833;38,71518265;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;24/04/2018;S;0;2000000;2000000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10363;19827;NELLGOTR;Auxiliar;M;Nuclear;29167,95833;38,71518265;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;24/04/2018;S;0;2000000;2000000;MEDIO;Independiente;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10366;1111;CARLPAVL;Auxiliar;F;Solo;33615,95833;26,52888128;Adulto Joven 1;0;COTIZACION;0;No;No tiene;1;0;24/04/2018;S;0;1000000;1000000;BAJO;Independiente;NO;0;SI;1;1;N;S;N;N;2;NA;1;75;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10381;18245;CLAUPEPE;Auxiliar;F;Monoparental;29708;37,23561644;Adulto Joven 2;0;SOLICITUD;0;No;No tiene;1;1;24/04/2018;S;2720000;1200000;3920000;MEDIO;Empleado;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10386;1111;MAYRMENI;Auxiliar;F;Solo;33029;28,1369863;Adulto Joven 1;0;COTIZACION;500000;;< 1 SMLVM;1;0;24/04/2018;S;2400000;0;2400000;MEDIO;Empleado;NO;0;SI;1;1;N;NA;NA;NA;NA;Saludable;1;53;153;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;3
10391;2257;2257;Asesor;F;Nuclear;28065;41,7369863;Adulto Joven 2;2;SOLICITUD;1500000;;Entre 1 y 2 SMLVM;1;1;24/04/2018;S;0;5000000;5000000;ALTO;Independiente;SI;1;NO;0;0;S;NA;NA;NA;6;Normal;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10392;10359;10359;Asesor;F;Nuclear;30712,95833;34,48230594;Adulto Joven 1;1;COTIZACION;0;No;No tiene;1;0;24/04/2018;S;3000000;0;3000000;MEDIO;Empleado;NO;0;SI;2,5;2;N;NA;NA;NA;NA;Saludable;1;60;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10397;6705;ALEJMOMN;Auxiliar;F;Solo;31877;31,29315069;Adulto Joven 1;0;COTIZACION;500000;;< 1 SMLVM;1;0;24/04/2018;S;5000000;0;5000000;ALTO;Empleado;NO;0;NO;0;0;N;NA;NA;NA;NA;Muy Saludable;1;61;165;NO;NO;SI;SI;SI;NO;NO;NO;NO;SI;4
1040;2534;2534;Asesor;M;Pareja sin hijos;30191;35,91232877;Adulto Joven 2;NA;SOLICITUD;0;No;No tiene;1;1;29/06/2018;S;0;0;0;NA;Independiente;NO;0;NO;0;0;N;NA;NA;NA;NA;Mala;1;60;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10401;19827;NELLGOTR;Auxiliar;M;Nuclear;29167,95833;38,71518265;Adulto Joven 2;0;COTIZACION;0;No;No tiene;1;0;24/04/2018;S;0;2000000;2000000;MEDIO;Independiente;NO;1;SI;4;3;S;NA;NA;NA;6;Saludable;1;59;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10406;46371;46371;Asesor;F;Monoparental;30323;35,55068493;Adulto Joven 2;1;SOLICITUD;500000;;< 1 SMLVM;1;0;24/04/2018;S;1000000;0;1000000;BAJO;Empleado;NO;1;SI;4;3;N;NA;NA;NA;NA;Normal;0;79;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
