Fecha_Nacimiento;Edad_Cliente;Nombre_Agente;POLIZA_AUTOS;POLIZA_SOAT;POLIZA_VIDAINDIVIDUAL;POLIZA_SALUD;POLIZA_HOGAR;POLIZA_VIDAGRUPO;POLIZA_MASVIDA;POLIZA_ACCIDENTESPERSONALES;POLIZA_CUMPLIMIENTO;POLIZA_INCENDIO;POLIZA_JUVENIL;POLIZA_EXEQUIAL
30/09/1991;27;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/11/1991;27;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/02/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;ITAU CORREDOR DE SEGUROS COLOMBIA S.A;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
22/08/1981;37;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
11/12/1968;50;TOBAR ARIAS  JIMMY MAURICIO;NO;NO;SI;NO;NO;SI;NO;SI;NO;NO;NO;NO
24/04/1971;47;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI
29/04/1966;52;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/03/1991;27;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/04/1977;41;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;S M ASESORES EN SEGUROS Y CIA LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
29/08/1986;32;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;SI;SI;NO;SI;NO;NO;NO;NO
15/10/1978;40;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/05/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI
29/06/1984;34;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
27/11/2010;8;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COOPROSEGUROS AGENCIA DE SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
22/08/1981;37;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO
19/06/1998;20;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/04/1994;24;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/09/1988;30;HOLGUIN GIRALDO  DORA LUZ;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO
8/09/1994;24;GUTIERREZ GAVIRIA  LILIANA MARIA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
25/07/1977;41;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/04/1992;26;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
12/07/1990;28;CAVIEDES GONGORA  YENY JOHANNA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/04/1980;38;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/11/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/08/1983;35;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
31/01/2012;6;OLANO ASESORES LTDA.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
5/10/1959;59;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
8/05/2000;18;OSPINO PRATO  YANETH ROXANA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
8/10/1989;29;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/03/1999;19;EPS Y MEDICINA PREPAGADA SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/10/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
11/08/1983;35;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/04/1972;46;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
18/01/1961;58;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/03/1982;36;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
18/04/1975;43;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/04/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/08/1999;19;Sin Información;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/05/1975;43;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
8/10/1969;49;TORRES PEREZ  ENZO JULIAN;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/08/1956;62;POLISEGUROS ASESORES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/10/1965;53;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO
20/02/1980;38;QUIÑONEZ BERMUDEZ  ELVIA -;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/06/1976;42;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/06/1969;49;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI
13/03/1997;21;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;OCAMPO CARDONA  BEATRIZ ELENA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;QUIÑONEZ BERMUDEZ  ELVIA -;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;ORFESEG LIMITADA ASESORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO
21/01/2020;-1;CONTACTO DIRECTO ASESORES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/07/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/04/1968;50;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;FLOREZ RINCON  ADOLFO LEON;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
3/02/1971;47;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/04/1981;37;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
25/11/1975;43;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/11/1979;39;PAREDES MORILLO  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/09/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GARSOL LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GERMAN PRIETO LEON Y CIAS LTDA ASESORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
16/09/1985;33;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/06/1957;61;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/05/1995;23;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/04/1972;46;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/06/1979;39;GONZALEZ CHAMORRO  MARTHA INES;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/11/1984;34;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
13/01/1990;29;Sin Información;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
6/01/1993;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
22/09/1965;53;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
12/08/1990;28;ARRIETA CASTRO  JAIME MANUEL;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/08/1976;42;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/02/1974;44;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/09/1969;49;AGEVISA LTDA ASESORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/08/1986;32;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/03/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
20/08/1992;26;EDERY ROCA  VIVIANNE;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
19/11/1979;39;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/12/1989;29;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/10/1985;33;AGENCIA DE SEGU CM2 LTDA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2/06/1972;46;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
18/07/1969;49;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;ACUÑA VARGAS  GIOVANNI ERNESTO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
23/02/1960;58;LOGREIRA .  EDITH CONSTANZA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
30/04/1968;50;LOGREIRA .  EDITH CONSTANZA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;HACOL AGENCIA DE SEGUROS LTDA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/12/2008;10;CORREA PARRA  RICARDO ALBERTO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO
21/01/2020;-1;MORENO GALINDO  RODRIGO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
13/07/1964;54;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
22/12/1981;37;RAVE AGENCIA DE SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
6/04/1988;30;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/09/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/08/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/08/1981;37;Sin Información;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/12/1986;32;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/01/1983;35;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO
14/07/2005;13;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/12/1991;27;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/05/1982;36;COLOMBIANA DE COMERCIO S A;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/03/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/10/1987;31;PIZANO ECHEVERRI Y ASOCIADOS;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/10/1992;26;GESTION NACIONAL DE SEGUROS LIMITADA QUE PARA TODO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DUQUE ZAPATA  CARLOS ALBERTO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
30/01/1938;80;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/10/1988;30;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
27/08/1971;47;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/08/2000;18;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/05/1979;39;COSECHAMOS EXPERIENCIA LTD;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/03/1952;66;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/05/1992;26;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/04/1965;53;JOAO JACOBS VASQUEZ MONTEMAYOR;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
30/12/1985;33;2VR ASESORES DE SEGUROS Y CIA.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
2/04/1966;52;SOLORZANO SEGUROS Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
11/11/1944;74;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/10/1995;23;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
10/01/1994;25;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
7/07/1975;43;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/10/1979;39;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
24/05/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/03/1966;52;MUNERA SALDARRIAGA ASESORES DE SEGUROS Y CIA LTDA MUSA LTDA;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
24/11/1977;41;VILLADA AMAYA  LYNDA VANESA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
19/06/1971;47;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/06/1970;48;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/06/1983;35;SERENTIA SEGUROS LIMITADA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/11/1974;44;GUILLEN CORREA  ERICK;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GARCIA MAZA  ALFONSO LUIS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
24/02/1966;52;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/02/1956;62;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/03/1960;58;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/03/1963;55;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;MALIVER FERNANDEZ, JUAN RAMON;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO
7/04/1993;25;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
5/06/1954;64;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/07/1986;32;MORALES MONCADA  MARIA EUGENIA;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
10/10/1970;48;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/09/1993;25;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/03/1978;40;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
18/11/1955;63;A & M SEGUROS;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
6/10/1979;39;TRIANA ORTIZ  YULY ANDREA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
15/01/1993;26;PINTO BURBANO  MARIA DE LOS ANGELES;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/04/1966;52;CASTRILLON RUEDA  DINORA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/01/1966;53;LAVERDE MEJIA  JUAN CARLOS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/10/1988;30;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/08/1979;39;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;ITAU CORREDOR DE SEGUROS COLOMBIA S.A;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
30/09/1958;60;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/08/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
14/02/1956;62;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/06/1989;29;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/11/1982;36;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/11/1985;33;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
15/03/1966;52;ALARCON CARDENAS  GUILLERMO LEON;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO
7/05/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/07/1957;61;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/11/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
5/11/1990;28;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/07/1993;25;Sin Información;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/04/1960;58;CATALAN TUNJANO  MARIA LUCIA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/08/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
23/03/1954;64;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/03/1966;52;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/04/1958;60;SARMIENTO POLO  NELLY JULIANA;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/12/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
18/01/1991;28;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/01/1983;36;RICO PINTO  MARIA TERESA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/05/1991;27;GRANDES NUMEROS LTDA AGENCIA DE SEGUROS;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/04/1981;37;CLARITY PROFESIONALES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/05/1953;65;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
