Fecha_Nacimiento;Edad_Cliente;Nombre_Agente;POLIZA_AUTOS;POLIZA_SOAT;POLIZA_VIDAINDIVIDUAL;POLIZA_SALUD;POLIZA_HOGAR;POLIZA_VIDAGRUPO;POLIZA_MASVIDA;POLIZA_ACCIDENTESPERSONALES;POLIZA_CUMPLIMIENTO;POLIZA_INCENDIO;POLIZA_JUVENIL;POLIZA_EXEQUIAL
7/12/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/01/1966;52;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/04/1982;36;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO
27/03/1989;29;RESTREPO HENAO S.A. CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
7/09/1963;55;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/04/1958;60;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;HERNANDEZ ENCISO  ALVARO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
8/10/1983;35;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
11/09/1983;35;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/02/1993;25;GARCES LLOREDA Y CIA SA CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
14/10/1964;54;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/09/1957;61;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
24/06/1990;28;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/11/1963;55;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/06/1976;42;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
8/08/1991;27;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/12/1954;64;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/01/1963;56;MAZ INVERSIONES Y SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
10/05/1976;42;ECHEVERRY MONDRAGON  LINA MARIA;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO
1/01/1933;86;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
7/09/1967;51;Sin Información;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/01/1941;77;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/04/1989;29;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/09/1961;57;CASTRO MORENO  LUZ EDILMA;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
1/08/1961;57;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/12/1977;41;ALZATE SANCHEZ  YULENY;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/11/1971;47;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
28/01/1998;20;SEGUROS GENERALES SURAMERICANA S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/05/1961;57;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/10/1968;50;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/10/1989;29;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/06/1987;31;Sin Información;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/05/1999;19;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/09/1978;40;POLISEGUROS ASESORES EN SEGUROS LTDA;NO;SI;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
14/04/1954;64;Sin Información;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
12/06/1991;27;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;PINTO BURBANO  MARIA DE LOS ANGELES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
29/04/1967;51;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
6/07/1967;51;RAMOS GONZALEZ  RONALDO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;JALREY Y CIA LTDA ASESORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/01/1956;62;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/05/2014;4;PIEDAD BOTERO Y CIA LIMITADA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;MURIEL VALENCIA  CESAR AUGUSTO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
3/03/1988;30;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
1/06/1962;56;LOGREIRA .  EDITH CONSTANZA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
5/04/1943;75;CLARA INES VILLALOBOS LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
5/07/1985;33;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
23/10/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
1/03/1958;60;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/04/1952;66;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/02/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/10/1981;37;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/03/1970;48;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/12/1959;59;BAENE FEREZ  JOSE LUIS;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO
25/02/1965;53;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
14/04/1973;45;VILLEGAS ARANGO  MARIO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
8/11/1983;35;LOGREIRA .  EDITH CONSTANZA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/02/1975;43;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
8/10/1981;37;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO
12/08/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/05/1970;48;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;TRES TORRES ASE SORES PROFESION;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
19/02/1999;19;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
29/04/1980;38;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/01/1952;66;CADAVID BLANCO  JUDITH;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GONZALEZ INFANSON  ISBETH CECILIA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
27/11/1959;59;PROGRAMADORA DE FIANZAS Y SEGUROS LTDA;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO
19/11/1980;38;PAREDES MORILLO  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO
4/06/1986;32;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/01/1965;54;POLISEGUROS ASESORES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/08/1963;55;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/03/1971;47;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/04/1957;61;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/01/1957;62;RALSEGUROS LTDA ASESORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/12/1958;60;OSORIO ORTIZ  YUBER ESTEBAN;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
28/01/1982;36;JAIMES TORRES  OSCAR ANDRES;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO
17/09/1958;60;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/04/1969;49;KLINGER CORDOBA  GENNY ROCIO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/06/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
5/09/1997;21;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/08/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
12/06/1993;25;CASAS LEON  DARWIN ANIBAL;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
10/02/1990;28;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
16/06/1961;57;RHINO LTDA. AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/01/1982;36;SEGUROS CENTRALIZADOS, S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/03/1959;59;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/01/1980;39;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
15/12/1976;42;VALORAR AGENCIA DE SEGUROS LTDA.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/04/1986;32;SIERRA MESA  JAIRO ANTONIO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;PAREJA FLOREZ  SANTIAGO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
16/07/1971;47;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/12/1997;21;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/10/1972;46;PARA TODOS AGEN DE SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/11/1989;29;AKUO AGENCIA DE SEGUROS LIMITADA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
24/05/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/07/1962;56;MONTOYA OSORIO  CATALINA MARIA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/01/1989;30;SEGUROS CENTRALIZADOS CHIRIQUI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/09/1985;33;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/04/1971;47;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/03/1967;51;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/04/1990;28;GUERRERO PEREZ  MARCELINO MANUEL;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
1/09/1985;33;AKUO AGENCIA DE SEGUROS LIMITADA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
4/06/1964;54;MARSH  SEMUSA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/06/1973;45;DAVID COHEN Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
24/10/1969;49;PRESENTE AGENCIA DE SEGUROS LTDA.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
26/01/1964;54;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/03/1980;38;MOGOLLON PEREZ  MERCEDES ANDREA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/12/1948;70;SEGUROS  CENTRALIZADOS CHITRE;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/09/1978;40;CASAS LEON  DARWIN ANIBAL;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
29/04/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/07/1993;25;REYES CANTOR  EULISES;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
11/09/1986;32;RESTREPO HENAO S.A. CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;GONZALEZ GONZALEZ  ANGELA MARCELA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
27/08/1982;36;CASTRO VALENCIA  ANA CAROLINA;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO
6/04/1961;57;CORREDORES DE SEGUROS CENTROSEGUROS S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/07/1971;47;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/04/1983;35;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/04/1980;38;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/08/1951;67;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/01/1980;39;E-CARS AGENCIA DE SEGUROS LTDA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/01/1977;42;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;TRIANA .  LEONOR;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/07/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/06/1946;72;CATALAN TUNJANO  MARIA LUCIA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/02/2008;10;DE CASTRO DANIES  MARIAXILENA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
16/11/1959;59;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/05/1986;32;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/12/1945;73;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
10/10/1981;37;INCOLMOTOS - YAMAHA S.A.;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/11/1965;53;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/09/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
12/08/1959;59;AGENCIA DE SEGUROS QUINCE LTDA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/10/2016;2;PRESENTE AGENCIA DE SEGUROS LTDA.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
25/02/1983;35;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
30/11/1960;58;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/03/1974;44;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/01/1985;34;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
7/06/1965;53;COOPROSEGUROS AGENCIA DE SEGUROS LTDA;SI;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO
28/12/1997;21;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/09/1976;42;SOLIS DIAZ  CLAUDIA MILENA;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/11/1967;51;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/08/1956;62;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
28/05/1970;48;MOTAVITA MALAGON  WILMAN GERARDO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/12/1968;50;GALINDO VEGA  DARWIN FERNEY;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
4/02/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/10/1972;46;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/12/1946;72;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
20/07/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/12/1972;46;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/12/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
5/12/1992;26;PROASEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/12/1969;49;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
26/07/1982;36;GAMA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/10/1984;34;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/12/1981;37;AGENCIA PROFESIONAL DE SEGUROS MILENIO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/09/1987;31;PAREDES MORILLO  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/07/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
11/07/1978;40;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
25/02/1984;34;ITAU CORREDOR DE SEGUROS COLOMBIA S.A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/03/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/12/1996;22;OCAMPO MORENO  CLAUDIA MARCELA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
23/05/1997;21;NIETO QUIROZ  MARGARITA MARIA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/07/2000;18;ROA DIAZ Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/12/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/12/1988;30;HURTADO MONTOYA  YANETH CRISTINA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/04/1961;57;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
9/10/1977;41;GOMEZ RIVERO  MERLIN LOHANA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/07/1983;35;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/03/1984;34;BET EL INSURANCE LTDA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/11/1976;42;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/01/1997;22;AGENCIA VRP SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
23/03/1956;62;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
22/11/1983;35;SERENTIA SEGUROS LIMITADA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/04/1960;58;INTEGRAL ASESORES DE SEGUROS LTDA. INTEGRAL DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
19/11/1994;24;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/03/1977;41;ANTIOQUEÑA DE AUTOMOTORES Y REPUESTOS S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
