;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
0;masculino;servicio;peluqueria;santa cruz;1;2.0;28/03/2017;3500000;microempresarial
1;femenino;industria;fabrica de ;robledo;3;;2018/07/19;7800000;microempresarial
2;masculino;comercio;fabrica de ;la milagrosa;3;9.0;22/08/2018;7000000;microempresarial
3;masculino;industria;fabrica de ;manrique central no. 2;2;3.0;15/02/2016;2000000;microempresarial
4;femenino;industria;fabrica de ;andaluc¿a;02;;6/02/2016;6800000;microempresarial
5;femenino;comercio;tienda;moravia;2;4.0;7/05/2018;1000000;microempresarial
6;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;2/10/2017;2000000;microempresarial
7;femenino;comercio;comidas rapidas;villa niza;2;2.0;14/08/2018;5000000;microempresarial
8;femenino;comercio;almacen de ropa en ;la francia;2;2.0;9/10/2017;7377000;microempresarial
9;femenino;comercio;tienda;la sierra;1;8.0;18/10/2018;4000000;microempresarial
10;femenino;servicio;mantenimiento en ;popular;2;1.0;20/12/2016;6800000;microempresarial
11;masculino;industria;fabrica de ;santa rosa de lima;2;13.0;6/03/2017;5000000;microempresarial
12;femenino;comercio;legumbreria;santander;2;6.0;22/10/2018;7800000;microempresarial
13;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;10/12/2018;$ 1,200,000.00;microempresarial
14;femenino;industria;fabrica de ;la francia;2;2.0;14/09/2018;4500000;microempresarial
15;femenino;servicio;peluqueria;moravia;1;4.0;2017/02/16;4000000;microempresarial
16;femenino;comercio;papeleria;cabecera san cristobal;2;60.0;1/12/2016;5000000;microempresarial
17;masculino;comercio;comidas rapidas;manrique oriental;2;3.0;23/08/2017;7377000;microempresarial
18;masculino;comercio;restaurante;belen;3;16.0;18/11/2016;6890000;microempresarial
19;masculino;comercio;floristeria;francisco antonio zea;3;5.0;10/08/2018;5000000;microempresarial
20;femenino;industria;fabrica de ;centro admtivo;3;10.0;20/04/2017;6000000;microempresarial
21;femenino;comercio;tienda;castilla;3;5.0;12/07/2017;7000000;microempresarial
22;femenino;industria;FABRICA DE ;belen;3;16.0;2/06/2017;7377000;microempresarial
23;femenino;comercio;almacen de ropa en ;belen;3;16.0;21/11/2018;4500000;microempresarial
24;femenino;industria;fabrica de ;cabecera san antonio ;3;80.0;22/05/2018;4700000;microempresarial
25;masculino;industria;fabrica de ;florencia;3;5.0;13/09/2017;4000000;microempresarial
26;femenino;COMERCIO;almacen de ropa en ;robledo;2;7.0;3/07/2018;4000000;microempresarial
27;masculino;industria;floristeria;cabecera san cristobal;2;60.0;12/10/2017;7300000;microempresarial
28;masculino;industria;fabrica de alimentos;castilla;3;5.0;11/02/2019;5400000;microempresarial
29;femenino;comercio;tienda;picacho;1;6.0;10/11/2016;6890000;microempresarial
30;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;19/09/2017;7000000;microempresarial
31;femenino;comercio;variedades;andalucia;2;2.0;25/05/2018;4000000;microempresarial
32;masculino;servicio;organización y ;belen;2;16.0;31/10/2018;7500000;microempresarial
33;femenino;servicio;gimnasio;cabecera san cristobal;3;60.0;29/11/2016;6000000;microempresarial
34;femenino;comercio;tienda de helados;zona expansion san ;2;80.0;28/06/2018;2700000;microempresarial
35;femenino;industria;fabrica-de-;san pablo;2;1.0;6/07/2018;4000000;microempresarial
36;femenino;comercio;almacen de ropa en ;manrique oriental;2;3.0;17/01/2018;7800000;microempresarial
37;femenino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;28/06/2017;7370000;microempresarial
38;femenino;comercio;mantenimiento en ;cabecera san antonio ;3;80.0;22/06/2017;2000000;microempresarial
39;femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;5/07/2018;7800000;microempresarial
40;femenino;comercio;almacen de ropa en ;belen;3;16.0;6/10/2017;4000000;microempresarial
41;femenino;servicio;mantenimiento-en-;robledo;3;7.0;25/04/2016;4000000;microempresarial
42;femenino;industria;fabrica de ;buenos aires;2;9.0;13/03/2018;2500000;microempresarial
43;femenino;industria;fabrica de alimentos;boston;3;10.0;13/10/2016;15000000;juridica y cap.semilla
44;femenino;servicio;tienda;buenos aires;1;9.0;23/05/2017;7377000;microempresarial
45;femenino;industria;fabrica de ;buenos aires;3;9.0;11/03/2019;8000000;microempresarial
46;masculino;servicio;barberia;manrique oriental;2;3.0;18/01/2019;6000000;microempresarial
47;femenino;industria;fabrica de ;san javier no.1;2;13.0;7/03/2017;7370000;microempresarial
48;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;28/10/2016;6000000;microempresarial
49;femenino;comercio;tienda;enciso;02;8.0;12/09/2016;6890000;microempresarial
50;masculino;comercio;publicidad y ;buenos aires;3;9.0;31/10/2016;5500000;microempresarial
51;masculino;comercio;variedades;aranjuez;3;4.0;11/03/2016;6890000;microempresarial
52;femenino;comercio;variedades;santo domingo savio ;1;1.0;7/12/2016;5000000;microempresarial
53;femenino;comercio;variedades;manrique central no. 1;1;4.0;5/03/2018;7000000;microempresarial
54;femenino;comercio;tienda;aranjuez;2;4.0;9/09/2016;1500000;microempresarial
55;femenino;servicio;peluqueria;castilla;3;5.0;22/09/2017;2500000;microempresarial
56;masculino;industria;fabrica de ;robledo;3;7.0;12/10/2017;7370000;microempresarial
57;femenino;comercio;variedades;villatina;2;8.0;30/05/2018;7000000;microempresarial
58;masculino;comercio;comidas rapidas;bombona no. 1;3;10.0;27/06/2017;2500000;microempresarial
59;masculino;industria;mantenimiento en ;manrique central no. 1;3;4.0;22/05/2018;5000000;microempresarial
60;masculino;comercio;tienda;aranjuez;3;4.0;9/04/2018;7800000;microempresarial
61;femenino;servicio;fabrica de ;robledo;2;7.0;2018/04/20;7000000;microempresarial
62;femenino;comercio;cafe e internet;belen;3;16.0;27/01/2017;30000000;empresarial ed. 
63;femenino;comercio;tienda;santa elena central;3;90.0;2016/04/18;6890000;microempresarial
64;femenino;comercio;papeleria;el rodeo;3;15.0;7/04/2017;232313;microempresarial
65;femenino;comercio;almacen de ropa en ;manrique central no. 1;1;4.0;24/10/2017;7000000;microempresarial
66;femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;5/09/2018;4000000;microempresarial
67;masculino;comercio;almacen de ropa en ;popular;1;1.0;18/10/2018;7800000;microempresarial
68;masculino;industria;fabrica-de-calzado;cabecera san antonio ;2;60.0;11/10/2018;6000000;microempresarial
69;femenino;comercio;variedades;barrio caicedo;1;9.0;6/07/2017;7000000;microempresarial
70;femenino;comercio;comidas rapidas;belen;3;16.0;29/09/2017;7300000;microempresarial
71;masculino;industria;fabrica de alimentos;girardot;3;5.0;4/12/2018;5500000;microempresarial
72;femenino;servicio;comidas rapidas;santa rosa de lima;2;13.0;13/09/2016;3500000;microempresarial
73;femenino;servicio;comidas rapidas;boyaca;3;5.0;2018/03/06;6000000;microempresarial
74;masculino;comercio;tienda;san javier no.1;3;13.0;17/10/2017;7300000;microempresarial
75;femenino;servicio;restaurante;buenos aires;2;7.0;27/09/2016;6890000;microempresarial
76;femenino;industria;fabrica de ;san javier no.1;1;13.0;20/06/2018;7800000;microempresarial
77;masculino;servicio;barberia;tejelo;3;5.0;5/10/2016;5000000;microempresarial
78;masculino;comercio;comidas rapidas;florencia;3;5.0;10/05/2018;3000000;microempresarial
79;femenino;servicio;tienda;BOSTON;3;10.0;1/06/2018;7000000;microempresarial
80;femenino;INDUSTRIA;fabrica de ;castilla;3;5.0;20/02/2017;5000000;microempresarial
81;femenino;comercio;comidas rapidas;santa cruz;2;2.0;19/12/2018;6500000;microempresarial
82;femenino;comercio;productos de belleza;alfonso lopez;2;5.0;2017/07/19;7370000;microempresarial
83;femenino;servicio;comidas rapidas;belen;3;16.0;5/02/2016;6800000;microempresarial
84;masculino;servicio;taller de mecanica;kennedy;2;6.0;4/01/2019;7000000;microempresarial
85;femenino;industria;fabrica de ;GUAYABAL;3;15.0;5/12/2018;3000000;microempresarial
86;masculino;servicio;fabrica de calzado;aranjuez;2;16.0;9/05/2017;7377000;microempresarial
87;masculino;comercio;productos de belleza;cabecera san antonio ;2;80.0;9/11/2016;6890000;microempresarial
88;masculino;servicio;fabrica de ;manrique central no. 2;2;3.0;22/06/2016;6890000;microempresarial
89;masculino;comercio;COMIDAS RAPIDAS;manrique central no. 1;0;4.0;2017/06/30;7000000;microempresarial
90;femenino;comercio;variedades;juan pablo ii;1;9.0;25/10/2018;5000000;microempresarial
91;masculino;servicio;comidas rapidas;san javier no.1;2;13.0;8/11/2018;7800000;microempresarial
92;femenino;servicio;fabrica de ;popular;1;1.0;19/11/2018;7800000;microempresarial
93;femenino;servicio;papeleria;robledo;2;7.0;9/07/2018;7000000;microempresarial
94;femenino;industria;FABRICA DE ;robledo;2;7.0;22/02/2017;7000000;microempresarial
95;femenino;comercio;criadero de animales ;belen;3;16.0;24/10/2017;7300000;MICROEMPRESARIAL
96;masculino;servicio;barberia;picacho;1;6.0;6/06/2017;3500000;microempresarial
97;masculino;industria;fabrica de ;robledo;3;7.0;19/10/2017;2000000;microempresarial
98;masculino;comercio;papeleria;castilla;3;5.0;18/08/2016;2000000;microempresarial
99;femenino;servicio;restaurante;LA AMERICA;3;12.0;29/09/2017;6000000;microempresarial
100;masculino;servicio;fumigacion;alfonso lopez;3;5.0;14/03/2018;3000000;microempresarial
101;femenino;servicio;restaurante;villa niza;2;2.0;6/10/2016;6890000;microempresarial
102;femenino;comercio;organización y ;santo domingo savio ;1;1.0;3/05/2019;$ 8,000,000.00;microempresarial
103;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;2018/03/02;7800000;microempresarial
104;masculino;comercio;fabrica de ;el salvador;3;9.0;22/11/2017;7000000;microempresarial
105;femenino;industria;fabrica de ;popular;2;1.0;15/03/2016;6800000;microempresarial
106;femenino;comercio;comidas rapidas;florencia;3;5.0;13/12/2018;7800000;microempresarial
107;femenino;comercio;charcuteria;manrique central no. 1;2;4.0;22/04/2019;8000000;microempresarial
108;masculino;servicio;restaurante;SAN DIEGO;3;10.0;21/04/2016;6890000;microempresarial
109;FEMENINO;comercio;joyeria;campo valdes no. 1;3;4.0;11/10/2018;5000000;microempresarial
110;femenino;comercio;fabrica de ;robledo;3;7.0;15/11/2016;6894000;microempresarial
111;femenino;comercio;variedades;carpinelo;2;1.0;27/03/2017;7000000;microempresarial
112;femenino;industria;fabrica de ;la milagrosa;3;9.0;8/09/2016;6890000;microempresarial
113;masculino;comercio;variedades;buenos aires;3;9.0;9/05/2018;2000000;microempresarial
114;FEMENINO;servicio;variedades;santa cruz;2;2.0;16/02/2018;7000000;microempresarial
115;femenino;industria;fabrica de ;DOCE DE OCTUBRE NO.1;1;6.0;15/04/2016;$ 2,000,000.00;microempresarial
116;femenino;comercio;drogueria;robledo;2;7.0;30/10/2017;7300000;microempresarial
117;femenino;comercio;panaderia;;1;13.0;18/01/2019;7800000;microempresarial
118;masculino;industria;fabrica de ;santa cruz;2;2.0;23/04/2018;4500000;microempresarial
119;masculino;servicio;mantenimiento en ;el salvador;2;9.0;8/04/2019;1500000;microempresarial
120;masculino;servicio;mantenimiento en ;castilla;3;5.0;17/05/2017;30249103;empresarial ed. 
121;masculino;comercio;distribuidora de ;enciso;1;8.0;16/08/2018;3000000;microempresarial
122;femenino;industria;fabrica de ;el triunfo;1;6.0;28/11/2018;7000000;microempresarial
123;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;3/04/2018;7800000;microempresarial
124;femenino;comercio;variedades;manrique central no. 1;1;4.0;2018/05/03;7800000;microempresarial
125;femenino;comercio;almacen de ropa en ;manrique central no. 1;3;4.0;7/11/2017;7000000;microempresarial
126;femenino;comercio;miscelanea;santa cruz;2;4.0;2019/02/08;8281000;MICROEMPRESARIAL
127;femenino;COMERCIO;variedades;santo domingo savio ;2;1.0;13/07/2018;3000000;microempresarial
128;femenino;comercio;variedades;castilla;3;5.0;15/01/2018;7800000;microempresarial
129;masculino;comercio;comidas rapidas;olaya herrera;1;7.0;30/08/2017;7377000;microempresarial
130;femenino;comercio;variedades;cabecera san cristobal;1;60.0;5/07/2017;5000000;microempresarial
131;femenino;comercio;tienda;manrique central no. 1;1;4.0;7/06/2018;6500000;microempresarial
132;femenino;servicio;comidas rapidas;CASTILLA;3;5.0;19/07/2017;7370000;microempresarial
133;femenino;industria;fabrica de ;robledo;2;7.0;16/02/2017;7000000;microempresarial
134;masculino;comercio;papeleria;el salvador;3;9.0;26/04/2019;7000000;microempresarial
135;femenino;comercio;comidas rapidas;picacho;2;6.0;5/07/2018;3000000;microempresarial
136;femenino;industria;fabrica de ;andalucia;2;2.0;14/03/2018;5000000;microempresarial
137;femenino;comercio;variedades;manrique oriental;2;3.0;3/05/2017;5000000;microempresarial
138;femenino;servicio;productos de mar;la loma;2;60.0;11/10/2018;7800000;microempresarial
139;femenino;comercio;distribuidora de ;manrique central no. 2;2;3.0;16/02/2016;$ 6,890,000.00;microempresarial
140;masculino;industria;fabrica de ;aranjuez;2;4.0;19/12/2016;6890000;microempresarial
141;femenino;comercio;variedades;pablo vi;2;2.0;20/06/2016;6890000;microempresarial
142;masculino;servicio;variedades;belen;3;16.0;16/02/2018;7800000;microempresarial
143;femenino;industria;fabrica de ;andalucia;2;2.0;14/06/2018;3500000;MICROEMPRESARIAL
144;masculino;comercio;variedades;san javier no.1;3;13.0;11/09/2017;7000000;microempresarial
145;femenino;servicio;peluqueria;la milagrosa;2;9.0;12/03/2018;7800000;microempresarial
146;masculino;comercio;comidas rapidas;villa hermosa;2;8.0;9/04/2018;5000000;microempresarial
147;femenino;comercio;variedades;robledo;2;7.0;23/11/2016;6890000;microempresarial
148;masculino;industria;fabrica de calzado;santo domingo ;2;;29/01/2016;6800000;microempresarial
149;femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;21/11/2017;6000000;agropecuaria
150;femenino;comercio;variedades;buenos aires;1;9.0;13/02/2019;7000000;microempresarial
151;femenino;comercio;peluqueria;manrique central no. 1;2;4.0;1/08/2018;5000000;microempresarial
152;femenino;servicio;peluqueria;pedregal alto;2;60.0;28/11/2018;6500000;microempresarial
153;masculino;comercio;comidas rapidas;cristo rey;3;15.0;1/08/2017;6000000;microempresarial
154;femenino;comercio;variedades;manrique central no. 2;1;3.0;13/04/2016;4136724;microempresarial
155;femenino;industria;fabrica de ;san javier no.1;3;13.0;8/06/2018;7000000;microempresarial
156;femenino;comercio;comidas rapidas;santo domingo savio ;2;1.0;23/05/2018;2000000;microempresarial
157;femenino;comercio;almacen de ropa en ;la america;3;12.0;22/08/2016;6890000;microempresarial
158;masculino;industria;fabrica de ;florencia;3;5.0;17/11/2016;6890000;microempresarial
159;femenino;industria;cerrajeria;las brisas;3;5.0;9/05/2017;5000000;microempresarial
160;masculino;industria;fabrica de alimentos;cabecera san cristobal;1;60.0;9/03/2018;4000000;microempresarial
161;femenino;industria;fabrica de ;villa del socorro;2;2.0;26/10/2018;780000;microempresarial
162;femenino;comercio;variedades;boston;2;10.0;2017/03/02;7000000;microempresarial
163;femenino;comercio;productos de mar;aranjuez;2;4.0;16/08/2016;6800000;microempresarial
164;femenino;comercio;tienda;popular;2;1.0;20/03/2018;7500000;microempresarial
165;masculino;industria;fabrica de ;florencia;3;5.0;20/04/2017;7300000;microempresarial
166;femenino;servicio;peluqueria;barrio caicedo;2;9.0;6/11/2018;$ 7,800,000.00;microempresarial
167;masculino;servicio;JOYERIA;manrique central no. 1;2;4.0;17/12/2018;6500000;microempresarial
168;masculino;industria;fabrica de ;pedregal;3;6.0;30/12/2016;6800000;microempresarial
169;femenino;comercio;variedades;centro admtivo;3;10.0;2/02/2017;$ 7,377,000.00;microempresarial
170;masculino;comercio;variedades;doce de octubre no.1;2;6.0;17/04/2017;1000000;microempresarial
171;femenino;comercio;variedades;carpinelo;1;1.0;11/04/2018;4000000;microempresarial
172;masculino;comercio;tienda;versalles no. 2;1;3.0;19/09/2016;6890000;microempresarial
173;femenino;comercio;comidas rapidas;robledo;1;7.0;2017/07/24;6000000;microempresarial
174;femenino;comercio;tienda;manrique oriental;3;3.0;15/09/2017;7000000;microempresarial
175;femenino;servicio;comidas rapidas;santa cruz;02;2.0;22/11/2016;6890000;microempresarial
176;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;24/01/2018;6500000;microempresarial
177;femenino;comercio;variedades;villatina;1;8.0;12/06/2018;2500000;microempresarial
178;femenino;comercio;variedades;cabecera san cristobal;1;60.0;25/10/2018;4000000;microempresarial
179;masculino;comercio;tienda;toscana;2;5.0;22/09/2017;7000000;microempresarial
180;femenino;comercio;comidas rapidas;robledo;2;7.0;26/10/2018;5000000;microempresarial
181;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;17/09/2018;4000000;microempresarial
182;femenino;;restaurante;tejelo;3;5.0;28/11/2016;6890000;microempresarial
183;FEMENINO;industria;peluqueria;moravia;2;4.0;7/02/2017;3200000;microempresarial
184;femenino;comercio;comidas rapidas;sevilla;3;4.0;22/09/2017;1000000;microempresarial
185;masculino;industria;fabrica de ;el salado;2;9.0;26/02/2018;5000000;microempresarial
186;masculino;comercio;tienda;robledo;3;7.0;4/10/2017;7300000;microempresarial
187;masculino;industria;fabrica de alimentos;moravia;1;4.0;23/04/2018;3000000;microempresarial
188;femenino;industria;fabrica de ;;3;9.0;2018/06/21;4000000;microempresarial
189;femenino;comercio;bares;popular;1;1.0;10/03/2017;4000000;microempresarial
190;femenino;comercio;comidas rapidas;villa hermosa;2;8.0;9/11/2017;3000000;microempresarial
191;masculino;industria;taller de electronica;robledo;3;7.0;24/01/2017;5000000;microempresarial
192;masculino;industria;fabrica de ;manrique oriental;2;3.0;28/05/2018;7000000;microempresarial
193;masculino;servicio;barberia;belen;2;16.0;30/01/2018;6000000;microempresarial
194;femenino;industria;fabrica de ;CABECERA SAN CRISTOBAL;2;60.0;2/05/2017;3000000;microempresarial
195;femenino;servicio;barberia;robledo;2;7.0;2/02/2018;7000000;microempresarial
196;femenino;industria;fabrica de ;belen;3;16.0;9/11/2016;6890000;microempresarial
197;femenino;comercio;variedades;santa cruz;2;2.0;24/07/2017;6500000;microempresarial
198;femenino;comercio;variedades;san javier no.1;3;13.0;27/07/2018;$ 4,000,000.00;microempresarial
199;masculino;comercio;miscelanea;robledo;3;7.0;13/10/2016;6890000;microempresarial
200;femenino;comercio;restaurante;moravia;1;4.0;12/07/2018;5000000;microempresarial
201;masculino;servicio;venta de repuestos;aranjuez;2;4.0;8/11/2016;6890000;microempresarial
202;femenino;industria;fabrica de calzado;castilla;2;5.0;21/07/2017;7000000;microempresarial
203;femenino;comercio;variedades;robledo;2;7.0;28/08/2017;2000000;microempresarial
204;femenino;comercio;variedades;las palmas;3;10.0;18/12/2018;7000000;microempresarial
205;femenino;industria;fabrica de ;la milagrosa;3;9.0;21/02/2018;7800000;microempresarial
206;masculino;comercio;tienda;popular;1;1.0;8/04/2016;6800000;microempresarial
207;masculino;comercio;mantenimiento en ;robledo;2;;28/02/2018;7800000;microempresarial
208;femenino;industria;fabrica de ;san javier no.1;2;13.0;2017/12/04;7377000;microempresarial
209;femenino;comercio;tienda;cabecera san cristobal;2;60.0;15/02/2017;5000000;microempresarial
210;femenino;comercio;variedades;florencia;3;5.0;22/03/2017;7000000;microempresarial
211;femenino;comercio;panaderia;la esperanza;1;6.0;26/12/2016;5000000;microempresarial
212;femenino;industria;fabrica de colchones;bombona no. 1;3;10.0;10/03/2017;7370000;microempresarial
213;masculino;comercio;almacen de ropa en ;belalcazar;3;5.0;28/06/2019;2200000;microempresarial
214;femenino;comercio;comidas rapidas;santa cruz;2;2.0;15/06/2018;4000000;microempresarial
215;masculino;comercio;comidas rapidas;cabecera san antonio ;3;80.0;14/11/2018;1600000;microempresarial
216;femenino;industria;FABRICA DE ;barrio caicedo;2;9.0;17/10/2017;6400000;microempresarial
217;femenino;servicio;fabrica de juegos ;santo domingo savio ;1;1.0;20/06/2017;4500000;microempresarial
218;femenino;comercio;tienda;la milagrosa;3;9.0;2/06/2017;5000000;microempresarial
219;femenino;comercio;variedades;doce de octubre no.1;2;6.0;26/11/2018;7800000;microempresarial
220;femenino;industria;fabrica de ;castilla;3;5.0;21/09/2018;7800000;microempresarial
221;masculino;;fabrica de ;robledo;3;7.0;31/07/2018;17187000;empresarial ed. 
222;masculino;industria;fabrica de ;buenos aires;2;9.0;31/05/2016;6000000;microempresarial
223;masculino;servicio;variedades;robledo;2;7.0;4/01/2019;7000000;microempresarial
224;femenino;servicio;variedades;manrique central no. 1;1;4.0;23/10/2017;700000;microempresarial
225;femenino;comercio;comidas-rapidas;doce de octubre no.1;2;6.0;22/05/2018;4000000;microempresarial
226;femenino;comercio;comidas rapidas;la milagrosa;3;9.0;10/04/2018;1000000;microempresarial
227;masculino;comercio;fabrica de alimentos;SAN JAVIER NO.1;1;13.0;2018/05/16;2000000;microempresarial
228;masculino;SERVICIO;cafeteria;santa elena central;2;90.0;16/05/2016;$ 6,000,000.00;microempresarial
229;masculino;comercio;tienda;cabecera san cristobal;1;60.0;16/04/2018;6000000;microempresarial
230;femenino;industria;fabrica de ;manrique central no. 2;2;3.0;2/02/2018;6000000;microempresarial
231;masculino;industria;fabrica de muebles;loreto;2;9.0;1/11/2018;7812000;microempresarial
232;femenino;comercio;variedades;el chagualo;3;10.0;12/10/2017;7000000;microempresarial
233;femenino;servicio;ferreteria;manrique central no. 1;3;4.0;14/09/2017;6000000;microempresarial
234;MASCULINO;comercio;legumbreria;las granjas;2;3.0;18/02/2019;8281160;microempresarial
235;femenino;comercio;fabrica de ;cabecera san cristobal;2;60.0;23/11/2018;3000000;microempresarial
236;masculino;industria;cerrajeria;girardot;3;5.0;6/02/2017;1000000;microempresarial
237;femenino;servicio;fabrica de ;santo domingo ;2;;2016/01/26;5000000;microempresarial
238;femenino;comercio;variedades;robledo;2;7.0;28/10/2016;6000000;microempresarial
239;femenino;comercio;almacen de ropa en ;robledo;2;7.0;12/02/2018;7000000;microempresarial
240;femenino;comercio;variedades;enciso;2;8.0;17/05/2018;2000000;juridica y cap.semilla
241;femenino;comercio;FABRICA DE ;popular;2;1.0;15/02/2018;40000000;microempresarial
242;femenino;industria;fabrica de ;;2;13.0;5/06/2017;2000000;microempresarial
243;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;23/11/2016;1800000;microempresarial
244;FEMENINO;industria;fabrica de ;la milagrosa;3;9.0;10/07/2017;7000000;microempresarial
245;femenino;servicio;tienda;aranjuez;2;4.0;2016/07/27;5000000;microempresarial
246;masculino;comercio;variedades;manrique central no. 2;1;3.0;22/02/2018;2000000;microempresarial
247;femenino;servicio;comidas rapidas;cordoba;2;7.0;25/10/2016;4000000;microempresarial
248;femenino;comercio;variedades;castilla;3;5.0;12/03/2019;8200000;microempresarial
249;masculino;servicio;lavanderia;cabecera san cristobal;3;60.0;15/07/2016;4000000;microempresarial
250;femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;21/11/2017;6000000;agropecuaria
251;femenino;servicio;papeleria;santa lucia;3;12.0;2016/11/15;6890000;microempresarial
252;FEMENINO;industria;fabrica de ;belen;2;16.0;23/05/2018;3000000;microempresarial
253;femenino;servicio;miscelanea;castilla;3;5.0;7/03/2017;3000000;microempresarial
254;femenino;industria;fabrica de ;villa hermosa;3;8.0;2018/05/25;4500000;microempresarial
255;femenino;comercio;variedades;granizal;2;1.0;6/06/2018;7800000;microempresarial
256;masculino;industria;fabrica de ;francisco antonio zea;3;5.0;14/07/2016;6890000;microempresarial
257;masculino;comercio;granero;popular;2;1.0;1/03/2018;7800000;microempresarial
258;femenino;comercio;variedades;robledo;2;7.0;20/11/2018;$ 7,000,000.00;microempresarial
259;femenino;comercio;tienda;manrique central no. 2;2;3.0;27/06/2016;1500000;microempresarial
260;femenino;servicio;fabrica de helados;los alcazares;3;13.0;15/08/2017;4000000;microempresarial
261;masculino;comercio;tienda;manrique central no. 1;1;4.0;23/04/2018;$ 4,480,000.00;microempresarial
262;femenino;comercio;comidas rapidas;santo domingo savio ;1;1.0;7/02/2018;7800000;microempresarial
263;femenino;servicio;comidas rapidas;enciso;2;8.0;22/06/2016;6890000;microempresarial
264;masculino;industria;fabrica de repuestos ;calasanz;3;12.0;14/06/2019;8281000;microempresarial
265;masculino;comercio;miscelanea;castilla;3;5.0;8/05/2018;1500000;microempresarial
266;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;2017/09/18;7370000;microempresarial
267;femenino;comercio;variedades;san javier no.1;1;13.0;23/05/2016;4000000;microempresarial
268;masculino;industria;fabrica de colchones;manrique central no. 1;2;4.0;6/02/2018;6000000;microempresarial
269;femenino;comercio;comidas rapidas;castilla;3;5.0;28/11/2018;7800000;microempresarial
270;femenino;comercio;panaderia;santa cruz;2;2.0;5/06/2017;7377000;microempresarial
271;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;30/11/2018;5000000;microempresarial
272;masculino;comercio;tienda;manrique central no. 2;1;3.0;24/05/2018;7800000;microempresarial
273;masculino;industria;fabrica de calzado;manrique-central-no.-1;1;4.0;25/04/2018;3400000;microempresarial
274;femenino;comercio;tienda;el salvador;2;9.0;26/01/2018;2000000;microempresarial
275;femenino;comercio;comidas rapidas;robledo;3;7.0;14/09/2018;7000000;microempresarial
276;femenino;servicio;publicidad y ;buenos aires;3;9.0;26/10/2017;15000000;microempresarial
277;femenino;comercio;comidas rapidas;manrique oriental;2;3.0;18/07/2017;7377000;microempresarial
278;femenino;industria;fabrica de ;santa cruz;2;2.0;25/11/2016;5000000;microempresarial
279;femenino;comercio;ferreteria;andalucia;2;2.0;13/02/2018;7812000;microempresarial
280;masculino;comercio;cerrajeria;cabecera-san-antonio-;2;80.0;7/06/2018;3000000;microempresarial
281;femenino;comercio;cafeteria;MANRIQUE ORIENTAL;2;3.0;19/12/2016;5000000;microempresarial
282;masculino;servicio;comidas rapidas;las palmas;3;10.0;12/07/2016;6000000;microempresarial
283;femenino;comercio;legumbreria;villatina;2;8.0;4/10/2017;3000000;microempresarial
284;masculino;industria;fabrica de ;manrique central no. 1;3;4.0;9/08/2017;7000000;microempresarial
285;masculino;comercio;variedades;robledo;2;7.0;30/01/2017;3000000;microempresarial
286;masculino;industria;fabrica de ;vrda. san antonio ;2;80.0;2/02/2016;600000;microempresarial
287;femenino;comercio;almacen de ropa en ;playon de los ;2;2.0;23/08/2018;7800000;microempresarial
288;femenino;servicio;fabrica de ;castilla;3;5.0;9/02/2017;7377000;microempresarial
289;femenino;comercio;legumbreria;robledo;1;7.0;6/04/2016;4000000;microempresarial
290;masculino;industria;panaderia;popular;1;1.0;30/01/2018;6000000;microempresarial
291;masculino;industria;organización y ;buenos aires;3;9.0;29/11/2016;5000000;microempresarial
292;femenino;industria;fabrica de ;la milagrosa;2;9.0;8/03/2017;$ 5,000,000.00;microempresarial
293;masculino;comercio;taller de electronica;campo valdes no. 1;3;4.0;16/01/2018;7812000;microempresarial
294;femenino;comercio;variedades;santa cruz;1;2.0;20/06/2017;7300000;microempresarial
295;femenino;comercio;fabrica de ;belen;2;16.0;19/04/2018;7800000;microempresarial
296;femenino;industria;fabrica de ;villatina;2;8.0;4/02/2016;4000000;microempresarial
297;femenino;comercio;variedades;buenos aires;3;;4/02/2016;6800000;microempresarial
298;masculino;comercio;variedades;belen;3;16.0;20/04/2016;6890000;microempresarial
299;femenino;servicio;peluqueria;pedregal;3;6.0;27/07/2017;7000000;microempresarial
300;femenino;comercio;distribuidora de ;blanquizal;1;13.0;7/09/2017;7300000;microempresarial
301;masculino;servicio;comidas rapidas;13 de noviembre;1;8.0;31/05/2019;8000000;microempresarial
302;femenino;servicio;comidas rapidas;el salvador;2;9.0;16/08/2016;3000000;microempresarial
