;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
3240;masculino;comercio;variedades;el chagualo;3;10.0;13/10/2017;7377000;microempresarial
3241;masculino;comercio;tienda;manrique central no. 2;2;3.0;15/06/2018;2000000;microempresarial
3242;femenino;comercio;comidas rapidas;belen;3;16.0;22/02/2019;8000000;microempresarial
3243;masculino;comercio;tienda;villa hermosa;3;8.0;8/04/2019;15900000;microempresarial
3244;femenino;industria;fabrica de ;san diego;2;10.0;17/07/2018;2000000;microempresarial
3245;femenino;industria;fabrica de ;aranjuez;2;4.0;23/06/2017;7377000;microempresarial
3246;masculino;comercio;variedades;robledo;2;7.0;27/07/2018;7800000;microempresarial
3247;femenino;COMERCIO;variedades;manrique central no. 2;2;3.0;15/03/2019;6000000;microempresarial
3248;femenino;comercio;restaurante;villatina;2;8.0;3/08/2017;1500000;microempresarial
3249;femenino;comercio;variedades;cabecera san cristobal;2;60.0;11/02/2019;6000000;microempresarial
3250;masculino;industria;panaderia;cabecera san antonio ;2;80.0;6/05/2016;4000000;microempresarial
3251;masculino;comercio;papeleria;robledo;3;7.0;11/08/2017;7377000;microempresarial
3252;femenino;COMERCIO;comidas rapidas;robledo;1;7.0;20/06/2017;7360000;microempresarial
3253;femenino;servicio;almacen de ropa en ;belen;3;16.0;15/03/2017;$ 7,300,000.00;microempresarial
3254;femenino;comercio;distribuidora de ;campo valdes no. 1;3;4.0;13/09/2017;5000000;microempresarial
3255;femenino;industria;fabrica de ;barrio caicedo;2;9.0;25/10/2018;$ 5,000,000.00;microempresarial
3256;masculino;agropecuaria;granero;villatina;1;8.0;14/09/2017;3500000;microempresarial
3257;femenino;industria;fabrica de ;juan xxiii la quiebra;2;13.0;5/04/2018;7800000;microempresarial
3258;femenino;comercio;restaurante;cabecera san cristobal;1;60.0;31/07/2017;4500000;microempresarial
3259;femenino;comercio;legumbreria;la floresta;3;12.0;11/10/2017;$ 5,000,000.00;microempresarial
3260;femenino;servicio;variedades;pedregal;3;6.0;4/12/2018;7000000;microempresarial
3261;masculino;comercio;tienda;manrique central no. 2;2;3.0;2017/04/24;7300000;microempresarial
3262;femenino;comercio;papeleria;villa hermosa;3;8.0;24/10/2018;1000000;microempresarial
3263;femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;22/02/2019;15000000;microempresarial
3264;femenino;comercio;almacen de ropa en ;manrique central no. 1;1;4.0;7/02/2018;6000000;MICROEMPRESARIAL
3265;femenino;comercio;almacen de ropa en ;manrique central no. 1;3;4.0;22/12/2017;7300000;microempresarial
3266;masculino;comercio;restaurante;moravia;02;4.0;22/03/2018;7800000;microempresarial
3267;masculino;industria;FOTOGRAFIA;playon de los ;2;2.0;15/07/2016;6500000;microempresarial
3268;femenino;comercio;cerrajeria;popular;1;1.0;29/02/2016;5000000;microempresarial
3269;femenino;servicio;fabrica de ;calasanz;2;12.0;29/11/2018;1000000;microempresarial
3270;masculino;comercio;variedades;picacho;1;6.0;29/08/2017;6000000;microempresarial
3271;femenino;industria;fabrica de ;manrique-central-no.-1;2;4.0;19/10/2017;7000000;microempresarial
3272;masculino;industria;variedades;olaya herrera;1;7.0;16/01/2018;7800000;microempresarial
3273;femenino;comercio;variedades;tejelo;3;5.0;13/12/2017;7300000;microempresarial
3274;femenino;comercio;tienda;belen;3;16.0;8/05/2019;8000000;microempresarial
3275;femenino;industria;variedades;altavista;2;70.0;24/07/2017;7300000;microempresarial
3276;femenino;servicio;CAFE E INTERNET;villa hermosa;1;8.0;16/03/2017;5000000;microempresarial
3277;femenino;comercio;distribuidora de ;robledo;2;7.0;25/01/2019;3000000;microempresarial
3278;femenino;servicio;comidas rapidas;moravia;1;4.0;19/11/2016;1000000;microempresarial
3279;femenino;industria;FABRICA DE ;tejelo;3;5.0;27/05/2019;4500000;microempresarial
3280;femenino;comercio;variedades;pablo vi;2;2.0;28/12/2016;4000000;microempresarial
3281;masculino;comercio;variedades;manrique central no. 1;3;4.0;12/06/2017;7370000;microempresarial
3282;masculino;industria;variedades;trinidad;2;15.0;23/02/2018;6000000;microempresarial
3283;femenino;comercio;variedades;la floresta;1;12.0;15/11/2018;7000000;microempresarial
3284;femenino;industria;fabrica de ;robledo;3;7.0;12/06/2018;2000000;microempresarial
3285;masculino;comercio;comidas rapidas;andalucia;2;2.0;27/02/2019;8000000;microempresarial
3286;femenino;industria;fabrica de ;popular;2;1.0;31/08/2016;6000000;microempresarial
3287;masculino;COMERCIO;distribuidora de ;florencia;3;5.0;5/12/2016;6890000;microempresarial
3288;femenino;comercio;almacen de ropa en ;moravia;2;4.0;16/07/2018;7800000;microempresarial
3289;femenino;servicio;peluqueria;castilla;3;5.0;25/10/2018;7000000;microempresarial
3290;masculino;comercio;comidas rapidas;altavista;2;70.0;2017/10/31;7370000;microempresarial
3291;femenino;comercio;tienda;olaya herrera;1;7.0;20/10/2016;6000000;microempresarial
3292;masculino;comercio;TIENDA;villa hermosa;3;8.0;29/09/2017;7370000;microempresarial
3293;femenino;industria;fabrica de ;calasanz;2;12.0;12/06/2017;7300000;microempresarial
3294;femenino;comercio;variedades;barrio caicedo;1;9.0;24/10/2017;3000000;microempresarial
3295;femenino;industria;fabrica de ;aranjuez;3;4.0;11/01/2017;2000000;microempresarial
3296;masculino;comercio;bares;vrda. san cristobal ;02;60.0;18/01/2016;6890000;microempresarial
3297;femenino;comercio;cafeteria;manrique central no. 1;1;4.0;9/03/2018;7000000;microempresarial
3298;masculino;comercio;variedades;florencia;3;5.0;5/02/2018;7800000;microempresarial
3299;femenino;comercio;almacen de ropa en ;campo valdes no. 1;3;4.0;14/03/2018;5000000;microempresarial
3300;masculino;servicio;peluqueria;santa cruz;2;2.0;2/11/2017;7000000;microempresarial
3301;masculino;servicio;fabrica de helados;florencia;3;5.0;27/02/2018;7800000;microempresarial
3302;masculino;comercio;variedades;la francia;2;2.0;13/03/2018;2000000;microempresarial
3303;femenino;agropecuaria;granero;cabecera san antonio ;2;80.0;18/02/2019;$ 1,800,000.00;microempresarial
3304;masculino;comercio;variedades;santo domingo savio ;2;1.0;31/08/2017;6000000;microempresarial
3305;masculino;comercio;variedades;san javier no.1;2;13.0;18/07/2018;4000000;microempresarial
3306;femenino;comercio;productos de belleza;buenos aires;3;9.0;2016/08/16;6890000;microempresarial
3307;femenino;comercio;fabrica de ;castilla;3;5.0;24/01/2017;6000000;microempresarial
3308;femenino;comercio;variedades;aranjuez;3;4.0;3/10/2018;7000000;microempresarial
3309;femenino;servicio;taller de mecanica;enciso;1;8.0;22/06/2018;6000000;microempresarial
3310;femenino;comercio;restaurante;belen;3;16.0;3/05/2017;20000000;juridica y cap.semilla
3311;masculino;COMERCIO;variedades;aranjuez;2;4.0;14/06/2017;6000000;microempresarial
3312;femenino;industria;fabrica de ;picachito;1;6.0;16/12/2016;3000000;microempresarial
3313;masculino;industria;venta de repuestos;cabecera san antonio ;3;80.0;4/07/2017;700000;microempresarial
3314;femenino;comercio;tienda;manrique central no. 1;2;4.0;12/02/2018;7800000;microempresarial
3315;masculino;industria;fabrica de ;moravia;1;4.0;2018/05/04;2500000;microempresarial
3316;femenino;comercio;tienda;la libertad;2;8.0;24/11/2017;7370000;microempresarial
3317;femenino;servicio;tienda;calasanz;3;13.0;16/07/2018;7800000;microempresarial
3318;masculino;industria;fabrica de calzado;calasanz;3;12.0;29/11/2018;7800000;MICROEMPRESARIAL
3319;femenino;industria;fabrica de ;popular;2;1.0;20/06/2018;6000000;microempresarial
3320;masculino;industria;FABRICA DE ;belen;3;16.0;8/06/2018;5000000;microempresarial
3321;femenino;comercio;almacen de ropa en ;robledo;1;7.0;16/08/2018;7000000;microempresarial
3322;femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;5/10/2016;6894000;microempresarial
3323;femenino;comercio;variedades;santo domingo savio ;2;1.0;5/10/2017;5000000;microempresarial
3324;femenino;industria;fabrica de calzado;robledo;02;7.0;23/03/2018;7800000;microempresarial
3325;femenino;comercio;distribuidora de ;doce de octubre no.1;2;6.0;11/10/2016;6800000;microempresarial
3326;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;20/11/2018;6000000;microempresarial
3327;femenino;comercio;variedades;palmitas;1;50.0;20/11/2017;7377000;microempresarial
3328;masculino;agropecuaria;floristeria;santa elena central;02;90.0;18/07/2016;2500000;agropecuaria
3329;femenino;comercio;criadero de animales ;barrio caicedo;1;9.0;6/10/2017;73000000;microempresarial
3330;femenino;industria;variedades;cabecera san antonio ;2;80.0;2018/06/21;6000000;microempresarial
3331;masculino;agropecuaria;SEMBRADOS;santa elena central;2;90.0;23/12/2016;13000000;agropecuaria
3332;femenino;comercio;tienda;pedregal;3;;5/03/2019;4000000;microempresarial
3333;masculino;comercio;almacen de ropa en ;aranjuez;2;4.0;6/03/2017;4000000;microempresarial
3334;femenino;comercio;VARIEDADES;robledo;1;7.0;25/01/2017;6000000;microempresarial
3335;femenino;comercio;comidas rapidas;granizal;1;1.0;7/06/2018;7000000;microempresarial
3336;femenino;comercio;variedades;jesus nazareno;3;10.0;8/03/2018;5000000;microempresarial
3337;femenino;servicio;comidas rapidas;buenos aires;3;9.0;20/04/2016;5000000;microempresarial
3338;femenino;comercio;COMIDAS RAPIDAS;buenos aires;2;9.0;9/04/2018;2000000;microempresarial
3339;MASCULINO;servicio;mantenimiento en ;manrique central no. 2;3;3.0;2016/03/18;6800000;microempresarial
3340;femenino;comercio;comidas rapidas;popular;2;1.0;25/11/2016;1000000;microempresarial
3341;masculino;servicio;mantenimiento en ;belen;3;16.0;16/06/2016;6890000;microempresarial
3342;FEMENINO;comercio;variedades;buenos aires;2;9.0;12/09/2016;6890000;microempresarial
3343;femenino;industria;fabrica de ;;3;9.0;3/10/2018;7800000;microempresarial
3344;masculino;industria;fabrica de ;ENCISO;03;8.0;6/06/2017;5000000;microempresarial
3345;masculino;comercio;restaurante;santa cruz;2;2.0;14/03/2017;4000000;microempresarial
3346;femenino;comercio;variedades;picacho;1;6.0;20/12/2017;7300000;microempresarial
3347;femenino;industria;fabrica de ;santa cruz;2;2.0;2016/02/18;6000000;microempresarial
3348;femenino;industria;fabrica de ;andalucia;2;2.0;13/03/2018;7000000;microempresarial
3349;masculino;comercio;almacen de ropa en ;san pablo;2;1.0;21/02/2018;7800000;microempresarial
3350;femenino;servicio;productos de belleza;la floresta;3;12.0;5/02/2016;6000000;microempresarial
3351;masculino;servicio;papeleria;castilla;2;5.0;2017/04/20;7377000;microempresarial
3352;femenino;comercio;variedades;la milagrosa;3;9.0;28/12/2016;6890000;microempresarial
3353;femenino;comercio;variedades;moravia;2;4.0;13/06/2017;5000000;microempresarial
3354;femenino;comercio;TIENDA;manrique central no. 1;1;4.0;7/06/2018;6500000;microempresarial
3355;masculino;comercio;variedades;doce de octubre no.;2;;14/01/2016;6000000;microempresarial
3356;femenino;comercio;variedades;santa cruz;2;2.0;13/01/2017;7337000;MICROEMPRESARIAL
3357;masculino;servicio;variedades;manrique central no. 1;2;4.0;9/03/2018;7000000;microempresarial
3358;masculino;comercio;variedades;robledo;1;7.0;10/05/2016;4100000;microempresarial
3359;femenino;industria;fabrica de helados;belen;3;16.0;2016/02/15;5000000;microempresarial
3360;femenino;comercio;comidas rapidas;belencito;2;13.0;29/12/2016;6000000;microempresarial
3361;masculino;servicio;productos de belleza;andalucia;1;2.0;19/07/2017;7000000;microempresarial
3362;masculino;comercio;comidas rapidas;buenos aires;2;9.0;13/07/2017;2000000;microempresarial
3363;masculino;servicio;tienda;san antonio;2;8.0;26/12/2017;737717;microempresarial
3364;masculino;comercio;charcuteria;robledo;03;7.0;20/11/2017;7370000;microempresarial
3365;femenino;industria;fabrica de ;playon de los ;1;2.0;27/06/2017;6000000;microempresarial
3366;masculino;comercio;granero;picacho;1;6.0;22/11/2018;7800000;microempresarial
3367;femenino;comercio;almacen de ropa en ;la milagrosa;3;9.0;8/05/2018;5000000;microempresarial
3368;femenino;comercio;tienda;la milagrosa;3;9.0;2018/11/02;6000000;microempresarial
3369;masculino;comercio;comidas rapidas;andalucia;1;2.0;14/12/2016;6890000;microempresarial
3370;femenino;industria;fabrica de ;popular;2;1.0;6/04/2018;7800000;microempresarial
3371;femenino;comercio;legumbreria;20 de julio;1;13.0;6/11/2018;5000000;microempresarial
3372;masculino;industria;publicidad y ;;3;16.0;20/06/2018;7800000;microempresarial
3373;femenino;comercio;papeleria;robledo;2;7.0;4/09/2018;4500000;microempresarial
3374;masculino;industria;fabrica de ;campo valdes no. 1;3;4.0;31/05/2019;$ 7,500,000.00;microempresarial
3375;femenino;agropecuaria;criadero de animales ;santa elena central;2;90.0;19/01/2017;30000000;empresarial ed. 
3376;masculino;comercio;miscelanea;aranjuez;2;4.0;18/09/2018;5500000;microempresarial
3377;masculino;servicio;lavanderia;castilla;3;5.0;23/11/2017;6000000;microempresarial
3378;femenino;comercio;restaurante;doce de octubre no.1;2;6.0;6/03/2017;7000000;microempresarial
3379;femenino;comercio;comidas rapidas;aranjuez;3;4.0;1/11/2018;7800000;microempresarial
3380;femenino;comercio;fabrica de calzado;pedregal;3;6.0;3/10/2018;3500000;microempresarial
3381;masculino;comercio;fabrica de ;cabecera san antonio ;3;80.0;1/11/2016;6500000;microempresarial
3382;femenino;comercio;variedades;castilla;3;5.0;24/11/2016;6894000;microempresarial
3383;masculino;servicio;tienda;aranjuez;2;4.0;21/09/2017;4400000;microempresarial
3384;femenino;comercio;comidas rapidas;robledo;2;7.0;24/08/2018;3750000;microempresarial
3385;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;2/11/2018;7800000;MICROEMPRESARIAL
3386;masculino;comercio;marqueteria;campo valdes no. 1;3;4.0;12/03/2018;2000000;microempresarial
3387;femenino;industria;fabrica de ;cabecera san cristobal;03;60.0;26/06/2019;8281000;microempresarial
3388;femenino;comercio;almacen de ropa en ;aures no. 2;2;7.0;7/10/2016;6800000;microempresarial
3389;femenino;industria;cerrajeria;san javier no.1;1;13.0;11/10/2016;6890000;microempresarial
3390;femenino;comercio;variedades;la floresta;2;12.0;31/10/2017;2000000;microempresarial
3391;masculino;comercio;granero;boyaca;3;5.0;1/09/2017;7300000;microempresarial
3392;femenino;comercio;variedades;santa cruz;2;2.0;14/06/2017;4000000;microempresarial
3393;femenino;comercio;restaurante;cabecera san antonio ;1;80.0;11/10/2018;$ 7,000,000.00;microempresarial
3394;femenino;industria;fabrica de ;aranjuez;2;4.0;28/02/2019;8000000;microempresarial
3395;femenino;agropecuaria;venta de pollos;cabecera san cristobal;02;60.0;2/10/2017;4000000;microempresarial
3396;femenino;comercio;taller de mecanica;barrio caicedo;2;9.0;4/05/2018;6000000;microempresarial
3397;femenino;comercio;tienda de helados;robledo;2;7.0;18/08/2016;6890000;microempresarial
3398;masculino;industria;FABRICA DE ;aranjuez;3;4.0;24/04/2018;$ 4,000,000.00;microempresarial
3399;femenino;servicio;peluqueria;la floresta;2;12.0;4/04/2019;6500000;microempresarial
3400;femenino;servicio;tienda;robledo;2;7.0;20/02/2017;6000000;microempresarial
3401;masculino;comercio;taller de mecanica;robledo;3;7.0;28/06/2018;6000000;microempresarial
3402;masculino;industria;FABRICA DE PRODUCTOS ;SAN JAVIER NO.1;3;13.0;22/12/2016;5000000;microempresarial
3403;masculino;comercio;tienda;palmitas;1;50.0;23/08/2016;4000000;microempresarial
3404;femenino;industria;fabrica de ;moravia;02;4.0;28/04/2017;4000000;microempresarial
3405;femenino;comercio;comidas rapidas;buenos aires;3;9.0;21/06/2017;7300000;microempresarial
3406;femenino;comercio;almacen de ropa en ;playon de los ;2;2.0;13/07/2017;7370000;microempresarial
3407;masculino;comercio;tienda;la libertad;02;8.0;27/06/2018;7800000;microempresarial
3408;femenino;comercio;tienda de helados;el salvador;3;9.0;7/03/2016;6800000;microempresarial
3409;femenino;comercio;papeleria;boston;3;10.0;5/04/2016;6890000;microempresarial
3410;masculino;comercio;venta de calzado;san javier no.1;2;13.0;5/05/2017;$ 5,000,000.00;microempresarial
3411;masculino;servicio;barberia;calasanz;2;12.0;26/09/2017;7377000;microempresarial
3412;femenino;comercio;almacen de ropa en ;francisco antonio zea;3;5.0;26/08/2016;$ 6,890,000.00;microempresarial
3413;femenino;comercio;peluqueria;doce de octubre no.1;2;6.0;13/03/2018;5000000;microempresarial
3414;femenino;comercio;fabrica de ;castilla;2;5.0;30/07/2018;3000000;microempresarial
3415;femenino;comercio;tienda;la libertad;2;8.0;31/10/2018;7000000;microempresarial
3416;masculino;comercio;variedades;manrique oriental;2;3.0;16/04/2018;7800000;microempresarial
3417;femenino;comercio;distribuidora-de-;aranjuez;3;4.0;2018/08/15;1500000;microempresarial
3418;femenino;industria;fabrica de ;castilla;3;5.0;27/03/2017;6000000;microempresarial
3419;femenino;servicio;peluqueria;la avanzada;1;1.0;3/10/2018;4000000;microempresarial
3420;femenino;servicio;comidas rapidas;cabecera san antonio ;3;80.0;8/08/2016;6000000;microempresarial
3421;masculino;comercio;tienda;villatina;02;8.0;10/10/2016;2500000;microempresarial
3422;masculino;;BARBERIA;santo domingo savio ;1;1.0;8/04/2019;8200000;microempresarial
3423;femenino;comercio;tienda;pedregal;2;6.0;5/07/2018;3000000;microempresarial
3424;femenino;industria;fabrica de ;boston;3;10.0;19/04/2017;20000000;microempresarial
3425;femenino;industria;fabrica de ;el salvador;02;9.0;22/02/2018;5000000;microempresarial
3426;femenino;servicio;mantenimiento en ;robledo;2;7.0;27/01/2017;7377000;microempresarial
3427;femenino;comercio;tienda;manrique central no. 1;2;4.0;7/12/2017;7000000;microempresarial
3428;femenino;servicio;peluqueria;castilla;3;5.0;3/05/2017;7200000;microempresarial
3429;masculino;comercio;productos de belleza;bello horizonte;2;7.0;12/07/2016;3000000;microempresarial
3430;masculino;comercio;variedades;santa cruz;2;2.0;12/09/2017;3000000;microempresarial
3431;femenino;comercio;variedades;olaya herrera;1;7.0;17/08/2017;7377000;microempresarial
3432;femenino;comercio;variedades;popular;2;1.0;17/02/2017;7377000;microempresarial
3433;masculino;comercio;variedades;florencia;3;5.0;2/05/2018;7800000;microempresarial
3434;femenino;comercio;panaderia;moravia;2;4.0;15/02/2018;6000000;microempresarial
3435;femenino;servicio;comidas rapidas;robledo;2;7.0;19/01/2018;6350000;microempresarial
3436;femenino;comercio;tienda;guayabal;3;15.0;22/05/2018;7800000;microempresarial
3437;femenino;industria;fabrica de ;san javier no.1;2;13.0;19/01/2018;4000000;microempresarial
3438;femenino;comercio;almacen de ropa en ;cabecera san cristobal;2;60.0;26/10/2018;7000000;microempresarial
3439;femenino;comercio;comidas rapidas;santa-cruz;2;2.0;2/08/2018;3000000;microempresarial
3440;femenino;servicio;peluqueria;carpinelo;1;1.0;29/05/2018;1000000;microempresarial
3441;femenino;industria;fabrica de ;juan xxiii la quiebra;1;13.0;3/11/2016;6800000;microempresarial
3442;masculino;comercio;recreativo-educativo;manrique central no. 2;2;3.0;30/03/2017;4500000;juridica y cap.semilla
3443;femenino;comercio;comidas rapidas;villatina;1;8.0;30/07/2018;7800000;microempresarial
3444;femenino;industria;fabrica de ;el chagualo;3;10.0;12/07/2016;5000000;microempresarial
3445;femenino;comercio;cafeteria;santo domingo savio ;2;1.0;5/09/2017;7300000;microempresarial
3446;femenino;comercio;restaurante;CABECERA SAN ANTONIO ;2;80.0;6/03/2018;6000000;microempresarial
3447;masculino;comercio;restaurante;belen;3;16.0;29/11/2016;6890000;microempresarial
3448;masculino;comercio;mantenimiento en ;cabecera san cristobal;2;60.0;27/03/2017;4000000;microempresarial
3449;femenino;servicio;lavanderia;buenos aires;2;9.0;27/04/2017;7000000;microempresarial
3450;femenino;industria;fabrica de ;20 de julio;1;13.0;18/08/2017;3300000;microempresarial
3451;femenino;comercio;restaurante;santa lucia;3;12.0;21/03/2017;7370000;microempresarial
3452;femenino;industria;fabrica de ;belencito;2;13.0;12/12/2017;3000000;microempresarial
3453;femenino;servicio;fabrica de ;robledo;2;;25/06/2019;7000000;microempresarial
3454;masculino;comercio;papeleria;las palmas;3;90.0;1/08/2018;4000000;microempresarial
3455;masculino;comercio;criadero de animales ;palmitas;2;50.0;23/04/2018;4000000;microempresarial
3456;masculino;servicio;taller de electronica;lopez de mesa;03;7.0;16/11/2018;3000000;microempresarial
3457;masculino;industria;fabrica de ;doce de octubre no.1;2;6.0;21/05/2018;5000000;microempresarial
3458;femenino;industria;fabrica de ;las palmas;2;10.0;22/11/2016;3000000;microempresarial
3459;femenino;COMERCIO;tienda;aranjuez;2;4.0;16/08/2017;7300000;microempresarial
3460;femenino;industria;fabrica de ;belen;3;16.0;26/02/2018;3500000;microempresarial
3461;femenino;comercio;comidas rapidas;moravia;01;4.0;1/11/2018;7800000;microempresarial
3462;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;20/09/2018;4000000;microempresarial
3463;femenino;comercio;comidas rapidas;robledo;3;7.0;29/01/2018;7800000;microempresarial
3464;femenino;industria;fabrica de ;popular;1;1.0;20/04/2018;7800000;microempresarial
3465;femenino;comercio;almacen de ropa en ;ANDALUCIA;2;2.0;1/08/2018;5000000;microempresarial
3466;masculino;servicio;fabrica de ;pablo vi;2;2.0;6/10/2016;6800000;MICROEMPRESARIAL
3467;masculino;comercio;fabrica de calzado;manrique oriental;2;3.0;27/03/2019;8000000;microempresarial
3468;femenino;industria;reciclaje;andalucia;2;2.0;2/10/2017;22000000;juridica y cap.semilla
3469;femenino;servicio;carpinteria;santa cruz;2;2.0;2017/06/20;4000000;microempresarial
3470;masculino;comercio;tienda;picacho;1;6.0;6/06/2017;$ 7,300,000.00;microempresarial
3471;femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;3/11/2017;7300000;microempresarial
3472;masculino;comercio;tienda;juan xxiii la quiebra;1;13.0;20/05/2019;8200000;microempresarial
3473;femenino;servicio;barberia;LAS PALMAS;3;10.0;28/02/2018;7000000;microempresarial
3474;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;12/09/2018;4000000;microempresarial
3475;masculino;comercio;variedades;buenos aires;3;9.0;3/06/2016;6890000;microempresarial
3476;femenino;servicio;peluqueria;playon de los ;2;2.0;31/01/2017;7377000;microempresarial
3477;femenino;servicio;restaurante;el salvador;3;9.0;11/10/2018;4000000;microempresarial
3478;femenino;comercio;almacen de ropa en ;cabecera san cristobal;3;60.0;13/09/2017;7300000;microempresarial
3479;femenino;comercio;tienda;boyaca;3;5.0;15/07/2016;6890000;microempresarial
3480;masculino;comercio;tienda;robledo;2;7.0;2019/05/03;8000000;microempresarial
3481;femenino;comercio;variedades;manrique central no. 2;2;3.0;20/02/2017;7377000;microempresarial
3482;masculino;comercio;panaderia;doce de octubre no.1;2;6.0;4/04/2018;7800000;microempresarial
3483;femenino;comercio;variedades;robledo;2;;6/02/2016;6890000;microempresarial
3484;femenino;comercio;comidas rapidas;villa hermosa;3;8.0;27/07/2018;3000000;microempresarial
3485;femenino;servicio;restaurante;manrique central no. 2;1;3.0;10/03/2016;6890000;microempresarial
3486;femenino;comercio;comidas rapidas;buenos aires;2;9.0;3/07/2018;7000000;microempresarial
3487;femenino;servicio;comidas rapidas;san javier no.1;1;13.0;29/01/2018;5000000;microempresarial
3488;femenino;industria;fabrica de ;ROBLEDO;2;7.0;3/04/2018;2000000;microempresarial
3489;femenino;comercio;legumbreria;belen;3;16.0;28/02/2018;7800000;microempresarial
3490;masculino;servicio;lavadero de ;belen;2;16.0;2018/11/16;6500000;microempresarial
3491;femenino;comercio;fabrica de ;manrique central no. 2;1;3.0;2/08/2016;6800000;microempresarial
3492;femenino;industria;fabrica de ;san javier no.2;2;13.0;23/03/2017;7370000;microempresarial
3493;femenino;comercio;variedades;manrique oriental;1;3.0;21/05/2018;7000000;microempresarial
3494;masculino;comercio;variedades;santa cruz;2;2.0;17/07/2018;6000000;microempresarial
3495;femenino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;8/08/2017;12000000;agropecuaria
3496;femenino;servicio;peluqueria;vrda. san cristobal ;1;60.0;2016/02/01;2500000;microempresarial
3497;femenino;comercio;variedades;castilla;3;5.0;20/04/2018;7000000;microempresarial
3498;masculino;agropecuaria;criadero de animales ;palmitas;2;50.0;20/06/2018;$ 15,000,000.00;agropecuaria
3499;masculino;industria;fabrica de ;la francia;2;2.0;22/06/2018;7800000;MICROEMPRESARIAL
3500;femenino;servicio;comidas rapidas;SAN PEDRO;2;4.0;2018/08/03;5000000;microempresarial
3501;femenino;servicio;taller de mecanica;pablo vi;2;2.0;17/07/2017;7370000;microempresarial
3502;femenino;industria;fabrica de ;buenos aires;3;9.0;2/11/2017;4700000;microempresarial
3503;femenino;comercio;variedades;robledo;2;7.0;21/05/2018;5000000;microempresarial
3504;femenino;industria;fabrica de ;florencia;3;5.0;10/02/2017;7000000;microempresarial
3505;femenino;comercio;tienda;buenos aires;2;9.0;5/03/2019;6000000;microempresarial
3506;femenino;industria;fabrica de alimentos;juan xxiii la quiebra;1;13.0;18/04/2018;5000000;microempresarial
3507;femenino;comercio;TIENDA;guayabal;3;15.0;5/06/2019;7500000;microempresarial
3508;femenino;industria;fabrica de ;manrique central no. 2;2;3.0;10/08/2017;3000000;microempresarial
3509;femenino;comercio;variedades;santa cruz;2;2.0;24/10/2017;7000000;microempresarial
3510;femenino;comercio;comidas rapidas;aranjuez;1;4.0;23/06/2017;2000000;microempresarial
3511;femenino;industria;comidas rapidas;barrio caicedo;1;9.0;27/06/2018;7500000;microempresarial
3512;femenino;comercio;papeleria;manrique central no. 1;2;4.0;7/09/2017;5000000;microempresarial
3513;femenino;comercio;variedades;robledo;1;7.0;8/11/2018;3500000;microempresarial
3514;femenino;servicio;organización y ;belen;3;16.0;6/07/2016;6890000;microempresarial
3515;femenino;industria;fabrica de ;villa hermosa;2;;29/01/2016;6800000;microempresarial
3516;femenino;comercio;tienda;robledo;2;7.0;18/01/2018;2000000;microempresarial
3517;femenino;comercio;miscelanea;centro admtivo;1;10.0;15/02/2018;5000000;microempresarial
3518;masculino;comercio;comidas rapidas;robledo;02;7.0;3/10/2018;6000000;microempresarial
3519;femenino;comercio;almacen de ropa en ;robledo;1;7.0;26/07/2017;4500000;microempresarial
3520;femenino;comercio;papeleria;aranjuez;2;4.0;15/02/2019;8281000;microempresarial
3521;masculino;industria;fabrica de alimentos;santa elena central;1;90.0;24/04/2019;5000000;microempresarial
3522;masculino;comercio;tienda;manrique central no. 1;1;4.0;27/06/2017;5000000;microempresarial
3523;femenino;comercio;fabrica de ;belencito;2;13.0;14/02/2018;4500000;microempresarial
3524;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;24/05/2016;6890000;microempresarial
3525;femenino;industria;fabrica de ;popular;1;1.0;23/11/2017;7300000;microempresarial
3526;femenino;comercio;almacen de ropa en ;robledo;3;7.0;21/03/2019;7500000;microempresarial
3527;femenino;comercio;comidas rapidas;robledo;2;7.0;7/03/2018;3000000;microempresarial
3528;femenino;comercio;comidas rapidas;playon de los ;1;2.0;7/06/2018;6000000;microempresarial
3529;masculino;industria;fabrica de ;manrique oriental;2;3.0;4/05/2018;7812000;microempresarial
3530;FEMENINO;comercio;variedades;buenos aires;2;9.0;16/02/2017;3500000;microempresarial
3531;femenino;comercio;almacen de ropa en ;enciso;2;8.0;2/09/2016;6000000;microempresarial
3532;masculino;industria;comidas-rapidas;santo domingo savio ;1;1.0;12/06/2017;7377000;microempresarial
3533;femenino;industria;fabrica de ;castilla;3;5.0;25/08/2017;7000000;microempresarial
3534;femenino;agropecuaria;viveros ;la esperanza;1;6.0;13/12/2016;6000000;microempresarial
3535;masculino;comercio;almacen de ropa en ;la francia;2;2.0;2/08/2018;5000000;microempresarial
